SALE TYPE,SOLD DATE,PROPERTY TYPE,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,SOURCE,MLS,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,309900,4,2,Settlers Park Sec 1,2029,7292,1978,29,153,40,Active,,,HARMLS,41137513,N,Y,29.5839851,-95.6010579
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,425000,4,2.5,Wilkins Crossing,2889,10496,1991,29,147,96,Active,,,HARMLS,17156622,N,Y,29.6021583,-95.6728509
MLS Listing,,Single Family Residential,Stafford,TX,77477,345000,2,2,Sugar Creek Sec 28,2242,8616,1984,29,154,54,Active,,,HARMLS,96214487,N,Y,29.6245754,-95.5847236
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,599900,4,3.5,Glen Laurel Sec 1,3317,13303,2000,30,181,44,Active,,,HARMLS,23393754,N,Y,29.6483783,-95.6366149
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,949000,3,3,Skyview Farms,2265,82764,1997,30,419,,Active,,,HARMLS,40245100,N,Y,29.6535356,-95.6277852
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,775000,4,4,Riverstone North Sec 2,4323,9268,2016,31,179,104,Active,,,HARMLS,31852689,N,Y,29.5612043,-95.5844774
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,564900,5,3.5,Greatwood Arbor Sec 2,3635,9844,1997,31,155,75,Active,,,HARMLS,29106523,N,Y,29.5608877,-95.6730975
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,389999,4,2.5,Park Pointe,2300,6561,1998,31,170,54,Active,,,HARMLS,11923404,N,Y,29.643151,-95.65662
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,675000,3,3.5,Lake Pointe Urban Homes,2429,2272,2017,30,278,266,Active,,,HARMLS,35833346,N,Y,29.6068789,-95.6222828
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,8895000,6,7,Paradise Point,13072,93014,2012,22,680,263,Active,,,HARMLS,74848771,N,Y,29.6195644,-95.6152822
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,450000,4,3,Creekstone Village At Riverstone Sec 3,2953,7468,2009,32,152,93,Active,,,HARMLS,50389713,N,Y,29.5457653,-95.5687426
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,395000,5,3.5,Woodbridge OF Fbc Sec 15,3528,,2003,31,112,43,Active,,,HARMLS,98571130,N,Y,29.6675019,-95.6452816
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,465000,4,3.5,Sugar Creek,3617,9209,1975,30,129,54,Active,,,HARMLS,16321694,N,Y,29.6223068,-95.5887657
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,495000,5,3.5,Colony Meadows Sec 3,3298,14437,1991,32,150,67,Active,,,HARMLS,37571631,N,Y,29.5812058,-95.6284012
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,289999,3,2.5,Eaglewood Sec 7,2439,5410,2003,36,119,38,Active,,,HARMLS,45674594,N,Y,29.674696,-95.6649198
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,435000,4,2,Creekstone Village At Riverstone Sec 2,2564,10071,2008,34,170,93,Active,,,HARMLS,78039004,N,Y,29.5483662,-95.5653992
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,529900,5,3.5,Commonwealth Park Sec 2,3600,9419,1988,37,147,80,Active,,,HARMLS,90313127,N,Y,29.5589097,-95.6004011
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,899957,4,4.5,Avalon at Riverstone,3591,7917,2022,38,251,148,Active,,,HARMLS,83292864,N,Y,29.535661,-95.582925
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,879967,5,5,Avalon at Riverstone,3839,7857,2022,38,229,148,Active,,,HARMLS,36700465,N,Y,29.5363459,-95.5810169
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,799000,4,4.5,Greatwood Shores Sec 4,4196,11858,2005,35,190,78,Active,October-23-2022 02:00 PM,October-23-2022 04:00 PM,HARMLS,31273576,N,Y,29.5579817,-95.6729537
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,650000,5,4.5,Crossing Cove At Riverstone Sec 2,4392,14623,2006,36,148,93,Active,,,HARMLS,15758457,N,Y,29.5587063,-95.5826719
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,499000,4,3.5,Sugar Lakes Sec 1,3070,9261,1982,38,163,75,Active,,,HARMLS,34787218,N,Y,29.6129862,-95.6187516
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1949000,5,5.5,Sweetwater Sec 1,4856,11700,2023,38,401,71,Active,,,HARMLS,31382210,N,Y,29.572073,-95.6196344
MLS Listing,,Single Family Residential,Richmond,TX,77469,474990,4,3.5,Greatwood Lake,2538,8400,2022,38,187,65,Active,,,HARMLS,26592501,N,Y,29.5394,-95.679134
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,253000,4,2,Townewest Sec 4,1376,6300,1981,39,184,30,Active,,,HARMLS,14681892,N,Y,29.6690646,-95.6377033
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,245000,3,2,Greenbriar Add,1302,7809,1970,39,188,,Active,,,HARMLS,890972,N,Y,29.6477915,-95.6227755
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,446000,4,2,Bridgewater Sec 1,2793,8400,1992,39,160,80,Active,,,HARMLS,19731333,N,Y,29.5611949,-95.6142148
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,510000,4,3.5,Greatwood Manor,3663,11165,1998,39,139,75,Active,October-30-2022 01:00 PM,October-30-2022 04:00 PM,HARMLS,53732677,N,Y,29.5604691,-95.6776183
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,2400000,6,5.5,Riverstone,5800,29381,2015,39,414,151,Active,,,HARMLS,38919498,N,Y,29.5460251,-95.6055937
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,500000,4,3.5,Sugar Lakes Sec 1,2929,8721,1981,34,171,69,Active,,,HARMLS,37416488,N,Y,29.6115678,-95.6160007
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,365000,4,2.5,Summerfield Sec 4,2282,6761,1997,40,160,63,Active,,,HARMLS,97001581,N,Y,29.6388628,-95.6767552
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,430000,4,2.5,Lexington Meadows,2531,7980,1994,42,170,63,Active,October-30-2022 12:00 PM,October-30-2022 02:00 PM,HARMLS,23622799,N,Y,29.5835076,-95.6369435
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,599000,4,3.5,New Territory Prcl Sf-22,3490,9057,1998,42,172,88,Active,October-23-2022 03:00 PM,October-23-2022 05:00 PM,HARMLS,33048605,N,Y,29.5801925,-95.6666251
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,399000,4,2.5,Riverpark Sec 6,2903,7616,2000,24,137,70,Active,October-23-2022 02:00 PM,October-23-2022 05:00 PM,HARMLS,22719726,N,Y,29.5760171,-95.6846057
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,325000,4,2.5,Riverpark,2788,12275,1998,43,117,70,Active,,,HARMLS,85868370,N,Y,29.5686743,-95.6842358
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,509000,4,2.5,Colony Meadows Sec 1,3010,9497,1989,43,169,67,Active,,,HARMLS,50797761,N,Y,29.582989,-95.6289351
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1050000,4,4.5,Alcorn Bend,4964,11337,1995,43,212,75,Active,,,HARMLS,75860994,N,Y,29.5645228,-95.6209483
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,635000,5,3.5,Chelsea Harbour Sec 2,4237,6451,2005,43,150,117,Active,,,HARMLS,39176089,N,Y,29.6103369,-95.6773923
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,599000,3,3.5,Riverstone,2588,7269,2015,44,231,151,Active,,,HARMLS,11287879,N,Y,29.5478825,-95.6156312
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,749000,4,4,The Enclave At Lake Pointe,3456,3605,2013,44,217,110,Active,,,HARMLS,16648038,N,Y,29.6099844,-95.628894
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,770000,4,3.5,Sugar Creek Sec 21,4181,10633,1985,46,184,54,Active,,,HARMLS,90429241,N,Y,29.606793,-95.5965019
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,260000,3,2,Townewest Sec 1,1488,6760,1977,46,175,30,Active,,,HARMLS,61891405,N,Y,29.6711668,-95.6280316
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,319000,3,2.5,Settlers Grove,2260,7174,1983,41,141,42,Active,,,HARMLS,94940364,N,Y,29.5757795,-95.5965019
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,599000,4,3.5,Wilkins Crossing Sec 1,3150,8919,1991,46,190,88,Active,October-23-2022 02:00 PM,October-23-2022 04:00 PM,HARMLS,34323698,N,Y,29.6025766,-95.6709811
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,1175000,5,4.5,Venetian Estates Sec 3,4220,15899,1968,42,278,34,Active,,,HARMLS,41283703,N,Y,29.6157976,-95.6211125
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,559000,5,3.5,Sugar Creek Sec 6,3101,12600,1974,50,180,35,Active,,,HARMLS,94708866,N,Y,29.6198459,-95.5914743
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,849900,5,3.5,New Territory,4025,11446,1991,50,211,88,Active,,,HARMLS,87635781,N,Y,29.5974656,-95.6643446
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,688800,4,3.5,Clements Crossing,3059,9426,2021,50,225,92,Active,,,HARMLS,5392243,N,Y,29.5548604,-95.5903867
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,410000,4,2.5,Woodbridge Of Fbc Sec 16,2415,6670,2004,50,170,43,Active,,,HARMLS,48544487,N,Y,29.6654696,-95.6463907
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,459786,4,3.5,Waterford Sec 1,3405,8930,1984,50,135,37,Active,,,HARMLS,39273724,N,Y,29.6691488,-95.6447476
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,689000,5,4,Auburn Manor At Riverstone Sec 2,3931,8953,2013,44,175,150,Active,,,HARMLS,43640067,N,Y,29.5403479,-95.5821795
MLS Listing,,Single Family Residential,Missouri City,TX,77459,369000,4,2.5,Lexington Colony,2557,5162,1989,51,144,72,Active,,,HARMLS,96243717,N,Y,29.5982108,-95.5799842
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,695990,4,4,Blakely Bend,3626,13467,1991,51,192,88,Active,,,HARMLS,54634135,N,Y,29.5981591,-95.6644884
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,289000,3,2,Pheasant Creek Sec 1,1594,7594,1980,35,181,33,Active,,,HARMLS,18233198,N,Y,29.6420219,-95.6640569
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1359900,5,4.5,Waters Of Avalon Sec 3,5065,11864,1999,51,268,98,Active,,,HARMLS,97751042,N,Y,29.5602926,-95.6248902
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1150000,4,3.5,Sweetwater,3941,11135,1984,51,292,178,Active,,,HARMLS,59659221,N,Y,29.5722334,-95.6163702
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,495000,4,3.5,Sugarmill,3577,8786,1987,51,138,69,Active,,,HARMLS,56607344,N,Y,29.6327829,-95.6308652
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,449000,4,2,Morningside,2506,9701,1992,46,179,88,Active,,,HARMLS,62345022,N,Y,29.5901342,-95.6663786
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,355000,4,2.5,Greatwood Terrace,2366,10923,1996,52,150,76,Active,,,HARMLS,73951302,N,Y,29.5600831,-95.6644268
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,638800,4,3.5,Telfair Sec 15-b,3220,9665,2011,53,198,67,Active,,,HARMLS,8350148,N,Y,29.6046962,-95.6588387
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,364000,3,2,New Territory,2315,6761,1996,55,157,88,Active,,,HARMLS,42068276,N,Y,29.5972341,-95.6840508
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,229900,3,2,Townewest Sec 4,1171,8190,1980,26,196,25,Active,,,HARMLS,6481528,N,Y,29.6686586,-95.6344686
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,699000,3,2.5,Belknap Sub Sec 2,1668,18498,1954,59,419,,Active,,,HARMLS,96078538,N,Y,29.6151956,-95.6316044
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,1100000,4,3.5,Venetian Estates Sec 3,2544,21257,1968,59,432,58,Active,,,HARMLS,86971307,N,Y,29.6169355,-95.6203529
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,499999,4,3,Telfair Sec 30,2880,6268,2011,59,174,146,Active,,,HARMLS,85628957,N,Y,29.573536,-95.6623312
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,2200000,5,6,The Orchard,6362,74378,2008,60,346,167,Active,,,HARMLS,67389984,N,Y,29.6232375,-95.6244796
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,375000,5,3.5,Riverbend South,3086,7671,1988,61,122,53,Active,,,HARMLS,90681859,N,Y,29.6002911,-95.5890325
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,399998,4,2.5,Autumn Ridge Sec 1,2462,12015,1995,60,162,88,Active,,,HARMLS,71565319,N,Y,29.594694,-95.6954172
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,549000,5,3.5,Orchard Lake Estates Sec 1,3754,12200,2004,61,146,100,Active,,,HARMLS,14926671,N,Y,29.6263912,-95.6824272
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,367900,4,2.5,Greatwood Knoll Sec 4,2363,7414,1992,61,156,76,Active,,,HARMLS,64310202,N,Y,29.5471463,-95.6940811
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,310000,4,2.5,Village Of Oak Lake R/p,2373,6261,1986,24,131,39,Active,,,HARMLS,53088712,N,Y,29.6513213,-95.670303
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,410000,4,2.5,Colony Bend Sec 2,2796,7935,1981,63,147,61,Active,,,HARMLS,25452564,N,Y,29.5803339,-95.6030692
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,841000,4,3.5,S M Williams,4320,9932,2016,63,195,,Active,,,HARMLS,20564842,N,Y,29.6267187,-95.6339248
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,299000,4,3,Kingsbridge Place Sec 2,2334,8112,2001,64,128,47,Active,,,HARMLS,83808784,N,Y,29.6716643,-95.6524295
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,439900,4,3.5,New Territory,2839,8365,1997,62,155,88,Active,,,HARMLS,78350512,N,Y,29.5875094,-95.6966506
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,879900,4,4.5,Riverstone North,4596,10684,2017,64,191,92,Active,,,HARMLS,44352430,N,Y,29.5617393,-95.5846415
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,699900,4,3.5,Sugar Creek,3256,9750,1972,65,215,35,Active,,,HARMLS,66013080,N,Y,29.6166603,-95.5947781
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,335000,3,2,Settlers Park Sec 1,2432,6887,1978,66,138,35,Active,,,HARMLS,85002935,N,Y,29.5875629,-95.6013247
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,419900,4,3.5,Plantation Bend Sec 3-c,2818,8657,1997,67,149,68,Active,,,HARMLS,78755784,N,Y,29.5907054,-95.5894018
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,289000,3,2.5,Townewest,1945,9536,1980,67,149,20,Active,,,HARMLS,19740904,N,Y,29.6670459,-95.6295004
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,349000,4,2,New Territory Prcl Sf-27,2204,6187,1995,67,158,91,Active,,,HARMLS,75990152,N,Y,29.5972447,-95.6885519
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,4580000,5,7,Alkire Lake Sub Sec 2,7482,180295,1997,67,612,,Active,,,HARMLS,11475530,N,Y,29.6191721,-95.6138863
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,729999,5,3.5,Colony Oaks,3930,10463,1992,67,186,63,Active,,,HARMLS,11978195,N,Y,29.567666,-95.6299001
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,3299000,5,6.5,Alkire Lake,7395,102730,1987,67,446,,Active,,,HARMLS,79304196,N,Y,29.6197505,-95.6113598
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,845000,4,4.5,Riverstone,3881,9668,2018,68,218,155,Active,,,HARMLS,24690653,N,Y,29.5380787,-95.6141326
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,380000,4,2.5,Plantation Colony Sec 1,2899,7582,1991,68,131,69,Active,,,HARMLS,33883889,N,Y,29.589216,-95.5850929
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1177800,5,4.5,Riverstone,4942,12457,2015,71,238,100,Active,,,HARMLS,20732305,N,Y,29.5382977,-95.5982052
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,279000,3,2.5,Barrington Place Sec 3,1904,5984,1989,71,147,38,Active,,,HARMLS,6040603,N,Y,29.6512157,-95.610141
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,365000,3,2,Wm Hodge,1380,21911,1979,74,264,,Active,,,HARMLS,34922250,N,Y,29.6567569,-95.6241716
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1550000,5,5.5,Avalon At Riverstone,5268,22276,2015,74,294,148,Active,,,HARMLS,93161700,N,Y,29.5459343,-95.6034591
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,299000,3,2,Barrington Place Sec 3,2007,6068,1984,34,149,64,Active,,,HARMLS,78435626,N,Y,29.6514388,-95.6124292
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,300000,3,2.5,Townewest,1945,6240,1980,75,154,20,Active,,,HARMLS,32877068,N,Y,29.6684998,-95.6293449
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,440000,5,2.5,New Territory,3020,7562,1989,77,146,93,Active,,,HARMLS,90856870,N,Y,29.6057004,-95.6617559
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,635000,5,4,Chelsea Harbour Sec 2,4242,6600,2004,77,150,119,Active,,,HARMLS,29608292,N,Y,29.6067648,-95.6764881
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,485000,4,3.5,Sugar Creek Sec 6,3450,10380,1973,72,141,35,Active,October-23-2022 01:00 PM,October-23-2022 03:00 PM,HARMLS,40387749,N,Y,29.6211193,-95.5917821
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,909000,5,4.5,Sugar Creek,5596,14700,1977,78,162,54,Active,,,HARMLS,10365019,N,Y,29.6174939,-95.5964198
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,400000,4,2.5,Riverpark Sec 6,2724,7664,2001,79,147,75,Active,,,HARMLS,84746471,N,Y,29.5755769,-95.6864555
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,265000,4,2,Townewest Sec 4,1727,7350,1981,80,153,29,Active,,,HARMLS,77530984,N,Y,29.6708216,-95.637231
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,319000,4,2,Settlers Park Sec 1,2029,9290,1978,84,157,42,Active,,,HARMLS,68942500,N,Y,29.5830312,-95.5979795
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,635000,5,3.5,Greatwood Shores,3154,9328,1990,29,201,70,Active,,,HARMLS,54674464,N,Y,29.5540408,-95.6769607
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,825000,5,5,Sweetwater Sec 1,4642,11740,1984,85,178,71,Active,,,HARMLS,39483249,N,Y,29.5713811,-95.6194496
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,1600000,4,5,Lake Pointe Sec 4,4830,9988,2007,86,331,110,Active,,,HARMLS,62018386,N,Y,29.608884,-95.6185637
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,494999,4,3.5,Woodbridge Of Fbc Sec 12,3335,11258,2003,86,148,48,Active,,,HARMLS,95720345,N,Y,29.6613378,-95.6432894
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,735000,4,3.5,Alden Spgs At Riverstone Sec 1,3712,9984,2014,88,198,93,Active,,,HARMLS,61380439,N,Y,29.545638,-95.5960094
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,410000,5,3.5,Riverpark,3369,9505,1999,83,122,60,Active,,,HARMLS,12138667,N,Y,29.5673302,-95.6808242
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,750000,5,6,Sugar Creek,4440,9767,1985,92,169,54,Active,,,HARMLS,57079087,N,Y,29.604868,-95.598095
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,295900,3,2,Covington Woods Sec 3,1795,9362,1975,75,165,17,Active,,,HARMLS,44005180,N,Y,29.6411315,-95.6297975
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,385000,4,2.5,Robinson Landing,2647,6656,1990,94,145,88,Active,,,HARMLS,93143789,N,Y,29.6058162,-95.6632762
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,375000,5,2.5,High Meadows,2599,5775,1993,94,144,92,Active,,,HARMLS,80879210,N,Y,29.6001931,-95.693485
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,2798880,6,6.5,Riverstone,6448,17141,2008,94,434,156,Active,,,HARMLS,86165254,N,Y,29.545894,-95.5764556
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,399000,5,3,Kingsbridge Place Sec 5,3573,7610,2001,97,112,45,Active,,,HARMLS,77898784,N,Y,29.676825,-95.6562503
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,519000,4,2.5,Napa Valley,2315,3472,2022,100,224,117,Active,,,HARMLS,12446209,N,Y,29.652395,-95.6573
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,490000,4,3.5,Orchard Lake Estates Sec 1,3326,8854,2003,100,147,100,Active,,,HARMLS,62415938,N,Y,29.6183246,-95.6768785
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,253000,3,2,Townewest Sec 1,1488,6240,1974,101,170,30,Active,,,HARMLS,86493900,N,Y,29.6644363,-95.6256252
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,515000,5,3,Blakely Bend Sec 2,3974,8314,1993,101,130,88,Active,,,HARMLS,54476193,N,Y,29.596292,-95.6616943
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,850000,5,4.5,A Hodge,3926,22586,2008,30,217,59,Active,,,HARMLS,25283873,N,Y,29.6551606,-95.6400034
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,300000,4,2.5,Village Of Oak Lake R/p,2202,7283,1986,102,136,40,Active,,,HARMLS,33815177,N,Y,29.6513454,-95.6707962
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,700000,4,4,Crescents On The Green,3420,5549,1999,102,205,180,Active,,,HARMLS,70274479,N,Y,29.5745276,-95.6208456
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,2250000,6,6,Sweetwater,8392,18051,1990,105,268,170,Active,,,HARMLS,75184285,N,Y,29.5650251,-95.609042
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,330000,3,2.5,New Territory Prcl Sf-35,2121,6255,1997,96,156,88,Active,,,HARMLS,82195823,N,Y,29.5917608,-95.6911828
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,516000,4,3.5,Greatwood Trails Sec 4,3158,9253,1994,106,163,76,Active,,,HARMLS,39572489,N,Y,29.5495194,-95.674988
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,660000,4,3.5,Riverstone North Sec 4,3036,8050,2020,107,217,92,Active,,,HARMLS,52676987,N,Y,29.5649152,-95.5858931
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,599999,5,3.5,Telfair,3484,13077,2007,107,172,57,Active,,,HARMLS,4500049,N,Y,29.58017,-95.6581402
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,899869,4,5,Avalon at Riverstone 60s,3840,8137,2022,109,234,148,Active,,,HARMLS,39413502,N,Y,29.5364888,-95.5809127
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,459000,5,3,Tealbriar,4323,9461,1993,112,106,33,Active,,,HARMLS,61881456,N,Y,29.6725183,-95.6349926
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,789394,4,4.5,Avalon at Riverstone 60s,3506,7964,,114,225,148,Active,,,HARMLS,79622772,N,Y,29.535631,-95.582902
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,4500000,4,4.5,Alkire Lake Sub Sec 2,9226,93349,2007,58,488,,Active,October-23-2022 01:00 PM,October-23-2022 03:00 PM,HARMLS,20192928,N,Y,29.6184986,-95.6148717
MLS Listing,,Single Family Residential,Richmond,TX,77469,549990,6,4,Greatwood Lake,3385,8400,2022,116,162,65,Active,,,HARMLS,44241268,N,Y,29.538989,-95.679343
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,5600000,5,7,Sweetwater,12011,43686,2010,117,466,183,Active,,,HARMLS,8562932,N,Y,29.5690382,-95.5995186
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,440000,5,4.5,Riverpark,3614,,2000,99,122,63,Active,,,HARMLS,65061082,N,Y,29.5671089,-95.6786047
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1690000,5,5.5,Crescent View Estates At Riverstone,6282,15879,2014,57,269,133,Active,,,HARMLS,31952112,N,Y,29.5479346,-95.5778711
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,522000,4,3.5,Claytons Bend Sec 2,3451,9744,1992,120,151,88,Active,,,HARMLS,75509522,N,Y,29.5992208,-95.6771662
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1090000,4,3.5,Telfair Sec 25b,4466,14220,2012,120,244,71,Active,,,HARMLS,2644315,N,Y,29.5694366,-95.6392641
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,360000,4,2.5,Stratford Park Village Five,2248,6192,1999,115,160,36,Active,,,HARMLS,37871040,N,Y,29.6311963,-95.6792829
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,2100000,4,3.5,Alkire Lake Sub Sec 2,3840,87120,1960,126,547,,Active,,,HARMLS,53100515,N,Y,29.6207125,-95.6121044
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1325000,5,6.5,Sweetwater,6032,18164,1988,128,220,144,Active,,,HARMLS,69596042,N,Y,29.5704296,-95.6227344
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1580000,5,4.5,Sweetwater Sec 1,6302,11381,1984,133,251,178,Active,,,HARMLS,39716217,N,Y,29.5714832,-95.6159597
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,569000,5,3.5,Sugar Lakes Sec 3,3778,8133,1997,133,151,75,Active,,,HARMLS,13303609,N,Y,29.6171721,-95.6291609
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,252000,3,2.5,Pheasant Creek Sec 2,1414,6663,1983,134,178,33,Active,,,HARMLS,75109355,N,Y,29.6412258,-95.6710838
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,799000,5,4,Crescents On The Green,4140,5192,2001,134,193,180,Active,,,HARMLS,56050654,N,Y,29.5741247,-95.6207635
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1375000,4,4.5,Avalon-enclave At Waters Of Avalon,5742,12966,2002,135,239,96,Active,,,HARMLS,49959355,N,Y,29.5615012,-95.6219337
