Days on Zillow,Status,Price,Zipcode,House Size,Lot Size,Year Built,Schools Rating,Rent Estimate
0,House for sale,425000,77479,3296,18064,1978,7.7,2999
5,House for sale,240000,77469,1210,6493,1983,6.7,1500
5,House for sale,285000,77479,2418,9061,2004,5.4,2199
0,House for sale,339000,77479,2693,10603,2001,5.4,2400
5,House for sale,520000,77479,3256,9895,1998,8.7,2999
20,House for sale,375000,77479,2336,6636,1997,8.7,2070
6,House for sale,319000,77479,1850,6001,1995,8.7,1900
9,House for sale,244999,77469,1210,7109,1983,6.7,1597
1,House for sale,585000,77479,3518,9196,1991,9.4,2828
7,House for sale,325000,77469,2299,9662,1993,6.7,2225
11,House for sale,489999,77479,2940,7927,2000,8,2400
4,House for sale,349900,77479,2470,8419,1992,8.4,2400
6,House for sale,216000,77469,1107,6778,1981,6.7,1450
0,House for sale,329950,77479,2315,7870,1994,8.7,2345
4,House for sale,499000,77479,3042,7985,1991,8.4,2995
14,House for sale,229900,77469,1664,6309,1979,6.7,1914
3,House for sale,489000,77479,3370,9494,1999,8.4,2999
0,House for sale,550000,77479,2630,7223,1996,8.7,2600
11,House for sale,325000,77479,1920,7133,1982,7.4,1982
0,House for sale,349800,77479,2274,9946,2001,8,2184
0,House for sale,368000,77479,2719,7691,1983,8.7,2600
0,House for sale,639000,77479,2938,12671,2008,9.4,3664
5,House for sale,399000,77479,2413,8961,1993,8.4,2300
14,Foreclosure,583000,77479,3714,15044,1996,7.7,4700
5,House for sale,599000,77479,2482,7403,2016,8.7,2400
48,House for sale,529000,77479,3142,14099,2000,8.7,2449
13,House for sale,559000,77479,3095,11522,1990,8.7,2949
0,House for sale,590000,77479,3602,10283,1992,8.7,3478
13,House for sale,485000,77479,2928,8239,1995,8.4,2629
0,House for sale,385000,77479,2676,7515,1998,8.7,2400
0,House for sale,469900,77479,2542,6524,2001,8,2163
4,House for sale,389000,77479,2420,6771,2001,8.7,2020
39,House for sale,465000,77479,2877,8518,1998,8.7,2898
5,House for sale,619000,77479,3498,11328,1991,8.7,3527
25,House for sale,799000,77479,3936,10078,1998,9.4,4352
0,House for sale,570000,77479,2942,7719,1997,8.7,2801
0,House for sale,649900,77479,2978,15278,2018,8.7,3828
113,House for sale,350000,77479,2136,7520,2002,5.4,1999
3,House for sale,638800,77479,3997,9765,2000,9.4,3537
11,House for sale,775000,77479,3788,9468,2018,8.7,4126
4,House for sale,350000,77479,1944,7475,1978,7.7,1868
0,House for sale,785000,77479,4046,8400,2012,9.4,4191
6,House for sale,499500,77479,2793,8400,1992,9.4,2400
0,House for sale,718800,77479,2949,11172,2017,8.7,3512
24,House for sale,675000,77479,3732,11387,1999,9.4,3823
0,House for sale,399900,77479,2067,6915,1994,8.4,1955
0,House for sale,430000,77479,3460,8986,2005,5.4,2828
0,House for sale,668000,77479,3890,10041,1991,9.4,3440
0,House for sale,511000,77469,4356,8590,2007,8,3730
41,House for sale,360000,77479,1843,6169,1982,7.4,2094
0,House for sale,879000,77479,3755,11288,2007,9.4,4584
12,House for sale,549900,77479,3530,9232,1993,8.7,3043
17,House for sale,665000,77479,3897,10576,1990,8.7,4239
11,House for sale,690000,77479,3269,9633,1989,8.7,3443
0,House for sale,675000,77479,4326,9665,1990,8.7,4222
9,House for sale,254999,77469,1344,7130,1982,6.7,1606
19,House for sale,699000,77469,4061,38333,2007,6.7,3747
19,House for sale,624999,77479,3593,8400,1996,9.4,3530
9,House for sale,325000,77479,2291,7602,2005,5.4,2086
0,House for sale,529900,77479,3600,9419,1988,9.4,3043
17,House for sale,419000,77479,2903,7616,2000,5.4,2395
26,House for sale,828000,77479,4094,10229,1993,8.7,5577
9,House for sale,470000,77479,2997,9122,1991,8.7,2900
0,House for sale,620000,77479,3497,8013,2001,8,2999
0,House for sale,674880,77479,3173,11762,2009,9.4,3449
73,House for sale,580000,77479,3713,8610,1995,8.7,3585
48,House for sale,589000,77479,2370,10110,2010,9.4,2313
11,House for sale,825000,77479,4140,5191,2001,7.7,3956
12,House for sale,899000,77479,3665,14735,1983,7.7,4339
45,House for sale,249900,77469,1304,6631,1985,6.7,1606
0,House for sale,672999,77479,3365,10987,2013,8.7,3481
0,House for sale,838880,77479,3830,22224,2012,8.7,5096
0,House for sale,665000,77479,4461,11570,1992,8.7,3849
66,House for sale,698000,77479,3631,4347,1998,7.7,3884
0,House for sale,850000,77479,4261,12125,1991,8.7,4889
3,House for sale,299900,77459,2780,10723,2000,5.7,2250
0,House for sale,269999,77459,2483,6720,1995,5.7,1599
3,House for sale,609900,77479,3340,6547,2015,8.7,3353
4,House for sale,350000,77478,1893,6300,1984,7,2100
4,House for sale,479900,77479,3073,7165,2015,8.7,2999
3,House for sale,265000,77459,2608,11018,1974,6,2199
3,House for sale,419900,77459,2102,6621,2002,7.7,1849
1,House for sale,130000,77489,1179,6600,1981,3.7,1350
5,House for sale,660000,77479,4284,17447,2007,7.7,4460
0,House for sale,215000,77459,2279,7369,1976,6,2066
0,House for sale,330000,77489,2111,6900,2002,4.3,1892
1,House for sale,399000,77459,2060,5779,2018,6.7,2100
1,House for sale,495000,77459,3698,7798,2019,5.4,3300
0,House for sale,274000,77459,2662,13324,1975,6,2199
4,House for sale,389900,77459,2589,6419,2010,6.7,2373
1,House for sale,527700,77479,2249,7833,2014,8.7,2185
4,House for sale,625000,77459,3867,12984,2014,7.7,3646
5,House for sale,409900,77479,2588,7186,2008,7.7,2400
1,House for sale,600000,77479,2640,9516,2014,8.7,2699
62,House for sale,339999,77459,2760,8969,1993,5.4,2275
12,House for sale,525000,77459,3715,10913,1974,5.7,3888
4,House for sale,353000,77459,2935,5750,2006,5.4,2199
0,House for sale,399900,77459,2636,9313,2003,7.7,2327
4,House for sale,380000,77459,2657,9182,1998,7.7,2324
0,House for sale,378800,77459,2620,5988,2006,6.7,2079
4,House for sale,325000,77479,1713,5750,1985,8,1825
1,House for sale,435900,77459,2572,7440,1996,7.4,2400
0,House for sale,320000,77479,1713,5717,1984,8,1818
0,House for sale,895000,77459,5686,46174,2006,7.7,5440
0,House for sale,245000,77479,1086,5936,1982,7.4,1481
0,House for sale,435000,77459,3270,6979,2007,6.7,2941
2,House for sale,299000,77459,1440,4365,2006,6.7,1657
0,House for sale,639900,77459,3054,8891,2020,6.7,2999
0,House for sale,447000,77459,2868,11583,1998,7.7,2394
40,House for sale,219999,77459,1729,8524,1974,6,1694
0,House for sale,252000,77459,1582,6046,1978,5.7,1625
4,House for sale,454000,77459,2974,8995,1998,7.7,2375
13,House for sale,285000,77479,1329,5768,1983,7.4,1639
10,House for sale,209900,77489,1299,6839,1983,3.7,1500
5,House for sale,578000,77479,3886,8774,2010,7.7,3499
3,House for sale,588000,77479,3003,6820,2008,7.7,2600
0,House for sale,670000,77479,3886,14044,2015,6.7,3630
10,House for sale,395000,77459,3402,7130,2006,5.7,2635
26,House for sale,324800,77459,2498,11024,1976,6,2199
0,House for sale,354000,77459,2382,9601,1972,5.7,2199
4,House for sale,320000,77459,2001,7547,2002,7.7,1849
0,House for sale,329876,77459,2382,5687,1972,5.7,2100
0,House for sale,384995,77459,2523,7755,1995,6.4,2300
18,House for sale,549000,77479,3067,9806,2015,6.7,2999
11,House for sale,360000,77459,1871,6238,1998,7.4,1859
0,House for sale,249900,77489,2398,6510,1978,3.7,1950
0,House for sale,299000,77459,2304,6406,1977,6,2095
5,House for sale,349000,77459,2494,7620,2004,5.7,2098
6,House for sale,449900,77459,3582,8538,1998,5.7,2999
0,House for sale,254000,77489,1296,12535,1981,3.7,1499
6,House for sale,899900,77459,4494,40990,1993,7.7,4719
26,House for sale,449000,77459,3112,11365,1983,5.7,2495
4,House for sale,425000,77459,4175,7318,2003,5.4,3499
54,House for sale,299900,77459,2149,7189,2005,5.4,2049
12,House for sale,675000,77459,3410,11040,1984,5.7,3300
5,House for sale,675000,77479,4035,13042,2014,8.7,3776
0,House for sale,399000,77478,2899,7582,1991,6.4,2389
0,House for sale,479900,77459,2913,7521,2019,6.7,2799
9,House for sale,666000,77479,4342,8435,2017,7.7,4255
0,House for sale,383000,77459,2319,10608,1975,5.7,2199
52,House for sale,320000,77479,1932,6361,1982,7.4,1929
0,House for sale,484900,77459,3756,6875,2006,5.4,3499
19,House for sale,749000,77459,4183,12834,2013,5.7,4734
13,House for sale,465000,77459,3031,8725,2001,7.7,2369
11,House for sale,249900,77489,1590,6941,1980,3.7,1678
5,House for sale,274900,77478,1446,5000,1985,7,1649
6,House for sale,799000,77459,4625,15046,2002,7.4,3678
4,House for sale,397000,77459,2407,4435,2014,5.7,2300
18,House for sale,349900,77479,2100,7462,1984,7.4,2429
20,House for sale,650000,77459,3195,13115,1971,5.7,2894
0,House for sale,719900,77479,4073,7809,2013,8.7,3389
19,House for sale,548880,77479,3254,7421,2014,8.7,2898
14,House for sale,534900,77459,3693,12600,2003,7.7,4217
0,House for sale,519900,77459,3177,7861,2004,7.4,2941
181,House for sale,425000,77459,2888,6267,2010,5.4,2363
0,House for sale,429000,77459,2879,7945,2002,7.4,2549
24,House for sale,399900,77479,2431,6600,2007,7.7,2146
0,House for sale,309988,77479,1692,6677,1978,7.4,1813
27,House for sale,369900,77479,2267,6552,1983,7.4,2224
11,House for sale,325000,77459,1699,3807,2004,7.7,1850
25,House for sale,330000,77459,2367,6830,1990,5.4,2098
22,House for sale,304500,77459,2028,9000,1975,5.7,1900
18,House for sale,569000,77459,3739,8687,2010,6.7,3499
0,House for sale,364900,77459,3041,5125,1973,5.7,2201
0,House for sale,279000,77479,1380,5985,1998,7.4,1647
0,House for sale,299900,77459,2109,4494,2006,6.7,1990
0,House for sale,344000,77459,2449,9357,1974,5.7,2199
0,House for sale,375000,77459,3112,7000,1998,5.7,2335
10,House for sale,289000,77478,1749,4709,1987,7,1822
0,House for sale,599950,77479,3812,9717,2011,7.7,3494
6,House for sale,429000,77478,2787,8646,1994,6.4,2339
0,House for sale,545000,77479,2767,7105,2015,8.7,2799
53,House for sale,339000,77459,2131,6853,1998,7.4,2043
0,House for sale,448000,77459,2690,9872,2001,7.4,2496
0,House for sale,229900,77489,2492,8325,1983,5.7,2199
13,House for sale,739900,77479,4241,27524,2005,6.7,4172
32,House for sale,449900,77478,2568,8283,1991,6.4,2400
0,House for sale,340000,77459,2238,5175,2007,6.7,2094
0,House for sale,629900,77479,3117,8584,2018,7.4,3636
0,House for sale,279000,77489,2694,7128,1978,3.7,2027
0,House for sale,325000,77459,1965,8233,1978,5.7,1964
12,House for sale,682640,77479,4876,11592,1989,9.4,4130
11,House for sale,559000,77459,3350,5864,2012,7.4,2984
0,House for sale,849990,77459,3809,10701,2015,7.7,3536
0,House for sale,389750,77459,2525,6719,2005,4,2218
12,House for sale,389000,77459,2596,9679,1993,6.4,2400
44,House for sale,250000,77489,1152,7371,1981,3.7,1500
0,House for sale,850000,77459,5145,12420,2003,7.4,4988
1,House for sale,172500,77053,1348,6600,1976,2.7,1500
4,House for sale,339999,77578,2110,6599,2018,5.7,2006
0,House for sale,265000,77578,1792,5349,2006,5.7,1950
0,House for sale,840000,77584,5174,12415,2008,7.4,5168
6,House for sale,287000,77583,1710,6874,2019,5.7,1929
18,House for sale,470000,77584,3086,8965,2004,6.7,2999
8,House for sale,225000,77047,2096,25500,2001,5,907
32,House for sale,210000,77053,1918,6707,1977,3.7,1724
5,House for sale,425000,77584,3093,7186,2012,2.7,2734
0,House for sale,499000,77584,3080,9448,2016,7,3021
0,House for sale,325000,77459,2146,8733,2008,7.7,2049
0,House for sale,415900,77584,2564,10862,2013,2.7,2049
0,House for sale,356000,77583,2477,6835,2008,5.7,1849
0,House for sale,370000,77545,3004,6657,2011,5,2662
0,House for sale,699900,77578,4114,9217,2018,6.4,4269
18,House for sale,279900,77578,1848,5750,2016,5.7,1786
10,House for sale,309000,77545,2319,5633,2015,5,2100
5,House for sale,289000,77545,2130,5156,2005,5,1999
6,House for sale,299900,77578,1721,6691,2010,5.7,1902
0,House for sale,275000,77545,1574,6022,2006,5,1678
0,House for sale,180000,77545,1403,6229,1983,6.4,1617
1,House for sale,325000,77053,2488,5372,2000,3.7,1950
11,House for sale,879000,77584,5061,18561,2004,6.7,4368
0,House for sale,420000,77584,2872,5944,2015,2.7,2684
0,House for sale,529900,77584,3500,7279,2004,6.7,2904
41,House for sale,325000,77584,1921,6630,2010,7,1999
0,House for sale,375000,77584,2118,8224,2017,7,2100
0,House for sale,650000,77578,3424,8194,2018,6.4,3298
27,House for sale,485000,77578,3408,7710,2018,5.7,2784
0,House for sale,350000,77545,2347,11335,2008,6.4,2199
12,House for sale,289600,77578,2088,5062,2006,5.7,1999
11,House for sale,400000,77584,2782,6662,2016,5,2699
0,House for sale,675000,77584,3922,25308,2007,6.7,3700
8,House for sale,529900,77584,3803,8050,2012,2.7,3499
11,House for sale,485000,77578,2546,6599,2018,6.4,3328
0,House for sale,237000,77489,1933,10025,1974,3.7,1550
13,House for sale,360000,77545,2834,7140,2006,4.7,2127
1,House for sale,174999,77053,1306,6639,1976,2.7,1499
4,House for sale,375000,77584,2215,6489,2015,5,1997
0,House for sale,424900,77583,2029,7967,2016,5.8,2028
57,House for sale,279900,77545,1888,4407,2004,5,1828
7,House for sale,565000,77583,4106,28924,2003,6.4,4798
12,House for sale,337000,77578,1875,7148,2015,5.7,1995
0,House for sale,309900,77545,2153,5757,2009,5,2049
0,House for sale,650000,77584,4037,8446,2012,6.7,3558
7,House for sale,210000,77053,1357,6600,1976,2.4,1500
8,House for sale,290000,77545,1820,5260,2003,4.7,1719
46,House for sale,309900,77545,2165,12267,2007,5,2094
40,House for sale,220000,77053,1114,6531,1964,3.7,1548
0,House for sale,464990,77583,3307,7192,2012,5.7,2809
5,House for sale,254900,77489,1653,6955,1975,3.7,1567
27,House for sale,329900,77584,1817,6460,2011,7,1981
25,House for sale,348000,77578,2551,5955,2014,5.7,1749
5,House for sale,340000,77584,1806,6918,2011,2.7,1716
11,House for sale,319000,77583,1854,6499,2016,5.8,2124
108,House for sale,649999,77578,3160,13338,2011,6.7,2174
11,House for sale,475000,77578,2619,6360,2017,6.4,2300
11,House for sale,395000,77584,3106,5981,2006,7.4,2939
21,House for sale,319900,77545,2605,7740,1996,4.7,2163
26,House for sale,360000,77583,2047,16100,2010,5.7,1944
0,House for sale,459000,77578,2342,6599,2016,6.4,2300
26,House for sale,249500,77053,1528,25957,1978,3.7,1548
0,House for sale,316000,77545,2098,10923,2001,4.7,1985
0,House for sale,320000,77584,1688,5985,2004,6.7,1950
41,House for sale,275000,77583,1839,6024,2005,5.7,1975
18,House for sale,337000,77545,2756,5663,2006,5,2075
12,House for sale,639000,77584,4119,7863,2006,7.4,3605
0,House for sale,399900,77583,2654,7802,2014,5.8,1849
0,House for sale,420000,77545,2872,10031,2018,4.7,2999
0,House for sale,435000,77545,3671,7437,2006,6.4,3087
11,House for sale,369900,77545,3264,7353,1999,4.7,2495
0,House for sale,339955,77584,2196,8220,2005,7.4,2100
20,House for sale,500000,77584,3613,7366,2017,5,2828
65,House for sale,530000,77578,2546,6599,2016,6.4,2284
0,House for sale,354000,77545,2392,5005,2015,5,2225
12,House for sale,350000,77583,2380,7828,2014,5.8,1849
7,House for sale,315000,77583,2085,8072,2009,5.7,2021
0,House for sale,384900,77584,2321,7288,2007,7,2300
0,House for sale,180000,77053,1081,6660,1972,2.4,1464
11,House for sale,670000,77584,3773,8887,2012,2.7,3499
61,House for sale,339000,77584,1959,5959,2005,7,1999
0,House for sale,285000,77545,1470,5175,2005,4.7,1649
62,House for sale,269900,77545,1560,6481,2005,4.7,1675
211,House for sale,225000,77053,1658,6050,2006,2.7,1611
0,House for sale,365000,77583,2043,6216,2017,5.7,2013
18,House for sale,401000,77584,2466,8409,2018,5,2248
0,House for sale,310000,77545,2218,8388,2009,4.7,2094
18,House for sale,340000,77584,1690,5998,2005,7,1950
11,House for sale,450000,77584,2614,16283,2015,7,2708
36,House for sale,269900,77545,1496,6974,2013,4.7,1645
18,House for sale,430000,77584,2461,16723,2012,7,2300
20,House for sale,230000,77489,1765,7150,1974,3.7,1604
0,House for sale,325000,77053,2420,5741,2000,3.7,1950
62,House for sale,334900,77545,2407,7055,2012,4.7,2099
18,House for sale,550000,77584,3586,8398,2006,7.4,2832
20,House for sale,325000,77545,2546,9551,2008,4.7,2149
37,House for sale,619000,77584,3900,6734,2014,2.7,3499
38,House for sale,470000,77583,3749,10720,2010,5.7,2976
0,House for sale,285000,77545,1573,5175,2005,4.7,1695
0,House for sale,375000,77545,2938,9822,2006,6.4,2194
7,House for sale,440000,77583,3032,6368,2017,5.7,2300
0,House for sale,579000,77578,3547,7100,2016,6.4,2920
20,House for sale,334900,77545,2407,6792,2012,4.7,2099
26,House for sale,329900,77545,2544,6050,2007,4.7,2094
0,House for sale,285000,77545,1284,5890,2004,4.7,1601
99,House for sale,385000,77545,2408,7131,2001,4.7,2149
4,House for sale,339900,77584,2561,6708,2002,7.3,2307
5,House for sale,450000,77584,2809,8433,2008,7,2552
4,House for sale,449999,77578,2597,7113,2003,8.8,2740
4,House for sale,299900,77581,2399,9940,2011,7.3,2254
53,House for sale,439900,77584,3546,10624,2008,6.7,2679
5,House for sale,370000,77584,2691,8764,2016,7,2400
2,House for sale,489900,77578,2873,8847,2003,8.8,2806
0,House for sale,309000,77584,1710,6020,2004,8,1965
0,House for sale,279999,77581,1659,7706,1979,7.3,1749
11,House for sale,899900,77584,4551,28375,2000,8.3,5091
0,House for sale,309900,77584,2040,8163,1989,8.3,1950
4,House for sale,539990,77578,3305,6726,2019,5.3,3196
0,House for sale,214500,77584,1072,7244,1982,8,1599
0,House for sale,359000,77578,2178,6599,2005,8.8,2016
3,House for sale,420000,77584,2940,11548,1994,7,1933
31,House for sale,550000,77578,3209,16548,2002,8.8,3307
0,House for sale,334750,77584,1986,6970,2000,7.3,1999
0,House for sale,500000,77578,3546,12519,2008,6.7,2991
4,House for sale,338000,77584,2040,7362,1990,8.3,1963
10,House for sale,315000,77584,1967,6325,1999,8.3,1980
0,House for sale,339900,77584,2104,7018,2003,7.8,1996
0,House for sale,275000,77584,1696,7070,1987,7.8,1881
6,House for sale,615000,77581,3258,32992,2004,7.3,3538
0,House for sale,499000,77584,3237,8194,2003,6.7,2827
15,House for sale,295000,77584,1576,8451,1970,7,1980
46,House for sale,495000,77578,3530,8215,2002,8.8,2977
0,House for sale,420000,77578,2847,8851,2003,8.8,2681
0,House for sale,278500,77584,1444,21645,1980,7,1849
0,House for sale,315000,77584,1908,11356,2006,7,1895
17,House for sale,340000,77584,2119,6299,2003,7.8,1995
13,House for sale,615000,77578,3784,11186,2016,6.4,3554
32,House for sale,275000,77584,1885,7471,1988,8.3,1902
0,House for sale,275000,77584,1510,20647,1988,7.8,1881
6,House for sale,524900,77584,3363,9204,2001,8.3,2335
0,House for sale,630000,77578,3537,10210,2016,6.4,3324
0,House for sale,499000,77584,3990,8738,1999,8.3,2930
59,House for sale,440000,77584,2962,7200,2001,8,2730
0,House for sale,649999,77578,4690,13939,2014,5.3,4171
20,House for sale,350000,77584,960,27922,1961,7,1215
0,House for sale,530000,77584,3153,37026,2002,7.3,3422
17,House for sale,340000,77584,2175,6891,2005,8,2100
17,House for sale,320000,77584,1783,5188,1999,8,2016
11,House for sale,385000,77581,2560,6708,2010,7.3,1849
19,House for sale,549500,77578,2966,9592,2016,6.4,3094
0,House for sale,679000,77578,4390,14031,2009,5.3,3746
45,House for sale,480000,77584,3326,10951,2001,7.3,2799
0,House for sale,795000,77584,4025,21318,1998,8.3,4434
8,House for sale,334900,77584,2320,7096,1988,8.3,2021
0,House for sale,715900,77584,4371,12781,1996,8.3,3734
0,House for sale,430000,77584,3003,6821,1998,7.3,1999
0,House for sale,554000,77584,3503,13477,1999,8.3,2837
101,House for sale,385000,77584,2550,8577,1994,8,2307
7,House for sale,455000,77581,2146,6691,2014,7.3,1881
26,House for sale,435000,77584,2760,9897,1996,8.3,2393
70,House for sale,750000,77584,1454,74701,1979,7.3,1749
85,House for sale,550000,77584,1973,128938,1959,8,3120
4,House for sale,375000,77581,2381,8799,1992,6.8,2195
4,House for sale,235000,77089,2176,7700,1976,5.4,1965
1,House for sale,450000,77546,3234,48400,1965,8,3100
2,House for sale,320000,77581,2100,7545,2007,8,1975
0,House for sale,344900,77089,2736,7150,1993,5.4,2521
1,House for sale,400000,77584,3174,7362,2006,7.3,2799
1,House for sale,359900,77584,2334,7349,1993,7.8,1995
1,House for sale,346000,77584,2386,8250,1992,7.8,2199
2,House for sale,230000,77581,1962,10799,1975,6.8,2364
5,House for sale,235000,77089,1866,7475,1976,5.4,1849
4,House for sale,475000,77581,3789,10328,2001,8,1950
0,House for sale,304900,77089,1516,13000,1978,5.4,1599
0,House for sale,775000,77546,3921,16072,2001,7.4,4314
0,House for sale,449900,77089,3823,18308,1978,7,4749
1,House for sale,309900,77581,2411,10001,1979,7.3,1950
12,House for sale,375000,77089,2255,9428,2012,5.5,2131
5,House for sale,355000,77581,2098,6874,2018,7.3,1859
3,House for sale,349900,77089,2663,9590,1977,7,2250
0,House for sale,254900,77089,1746,7150,1968,5,1800
88,House for sale,865000,77584,4256,39596,2014,5.6,6216
10,House for sale,283000,77089,1552,7700,1976,5.4,1599
0,House for sale,499000,77581,3454,10200,1987,8,2660
0,House for sale,485000,77584,3921,6900,2002,7.3,2799
0,House for sale,204900,77089,1727,8050,1978,5.4,1734
32,House for sale,239900,77089,1670,7150,1976,5.4,1694
0,House for sale,889000,77546,2452,113125,1990,7.4,4748
0,House for sale,278770,77584,1983,16117,1990,5.6,1950
0,House for sale,889000,77546,4711,11701,2008,7.4,5357
0,House for sale,275000,77089,2248,7150,1967,5,2182
23,House for sale,274999,77089,1876,7095,1969,5.4,1945
0,House for sale,485000,77089,3741,10708,2012,5.5,3935
3,House for sale,388500,77581,2490,8015,2004,8,2310
0,House for sale,235000,77581,1307,6251,1959,6.8,1649
7,House for sale,305000,77546,1522,9200,1966,7.4,1814
0,House for sale,238000,77089,2154,8400,1975,5.4,1950
0,House for sale,249900,77089,1344,7150,1966,5,1597
68,House for sale,200000,77089,1912,6240,1982,5.2,1716
0,House for sale,471000,77581,3177,11966,1998,8,2750
5,House for sale,360000,77584,2848,9339,2006,7.3,2478
0,House for sale,299000,77581,1792,6991,1994,8,1995
4,House for sale,310000,77581,1779,11700,1975,6.8,1878
15,House for sale,374900,77581,2360,9548,2001,7.3,2285
0,House for sale,475000,77581,3573,9339,2007,8,2815
0,House for sale,312000,77581,1601,7227,1978,6.8,1800
0,House for sale,364990,77584,2768,7762,2005,7.3,2428
0,House for sale,495000,77581,2276,10402,2000,8,1975
0,House for sale,359500,77089,2943,5750,2007,5.5,2200
12,House for sale,270000,77581,1898,9849,1988,8,1950
3,House for sale,249900,77089,1846,7150,1965,5,1875
19,House for sale,339000,77546,1550,20515,1960,7.4,1795
0,House for sale,224999,77581,814,9374,1924,7.3,1451
0,House for sale,474900,77584,3789,8860,2011,7.8,2763
0,House for sale,258000,77089,1594,7270,1967,5.4,1649
0,House for sale,233000,77089,1492,7304,1969,5.4,1599
0,House for sale,227000,77089,1576,7150,1992,5.4,1699
11,House for sale,300000,77089,1836,10560,1966,5,1923
6,House for sale,270000,77089,2274,8625,1978,7,1999
36,House for sale,529000,77089,4387,9898,2015,5.5,3499
19,House for sale,499000,77089,3216,7443,2016,7,2625
25,House for sale,239500,77089,2129,7346,1971,5.4,1895
0,House for sale,247000,77089,1858,7260,1965,5,1875
0,House for sale,354990,77584,2512,8512,2005,7.8,2176
28,House for sale,249999,77089,1595,10000,1978,5.5,1662
0,House for sale,399900,77581,2669,8294,1997,8,2453
0,House for sale,449900,77089,3776,10193,2004,7,3935
0,House for sale,449900,77581,2522,9600,1987,8,2227
119,House for sale,375000,77089,1990,7360,1978,5.5,1888
32,House for sale,249900,77089,1614,5000,1979,5.2,1634
39,House for sale,899900,77584,3039,217800,1973,5.6,3070
3,House for sale,390000,77062,2518,10417,1990,5.7,2491
0,House for sale,180000,77546,1120,1148,1972,5.7,1494
5,House for sale,350000,77062,2179,11850,1986,5.7,2250
3,House for sale,265000,77062,1884,8400,1962,5.7,1917
6,House for sale,500000,77546,2759,14084,1978,7.4,2833
1,House for sale,395000,77062,2728,9271,1986,6.7,2499
5,House for sale,285000,77598,1752,6600,1980,6,1844
2,House for sale,275000,77598,1124,11378,1982,6,1500
0,House for sale,474900,77059,3062,13200,1983,6,2475
4,House for sale,317777,77546,1714,7150,1971,5.7,1796
1,House for sale,228000,77089,1430,7150,1971,5.7,1649
4,House for sale,295000,77062,1827,10200,1963,5.7,1849
0,House for sale,275000,77546,1698,8400,1976,5.7,1701
4,House for sale,478000,77062,2783,13321,1988,6.7,2499
0,House for sale,279900,77598,1516,6600,1980,6,1749
4,House for sale,275000,77062,2216,8437,1970,5.7,2100
0,House for sale,455000,77546,2626,9840,1970,7.4,2400
0,House for sale,370000,77059,1940,6492,1997,6,1864
7,House for sale,285999,77598,1604,7475,1976,6,1634
0,House for sale,395000,77546,2989,5000,2015,6.4,2422
6,House for sale,787000,77059,4316,15257,1999,6.7,4049
4,House for sale,339000,77062,1975,8202,1989,5.7,1950
11,House for sale,480000,77059,3719,10560,1981,6,2855
10,House for sale,295000,77062,2914,9100,1965,5.7,2351
4,House for sale,345000,77546,2111,6600,1992,6.7,1969
6,House for sale,484000,77062,2848,9590,1990,6.7,2528
0,House for sale,249900,77546,1363,8030,1970,5.7,1645
0,House for sale,399600,77059,2867,9510,1991,6.7,2575
4,House for sale,253900,77089,1384,7850,1971,5.7,1649
5,House for sale,300000,77062,2129,7640,1966,5.7,2167
8,House for sale,264900,77062,1729,8590,1966,5.7,1800
6,House for sale,230000,77089,1085,13550,1971,5.7,1450
2,House for sale,265900,77546,1458,7800,1970,5.7,1649
0,House for sale,325000,77062,2430,8330,1970,5.7,2385
17,House for sale,270000,77598,1764,7040,1979,5.7,1895
0,House for sale,368950,77573,2232,9569,1976,6,2042
13,House for sale,218888,77089,1034,6710,1971,5.7,1350
11,House for sale,335000,77058,1764,21234,1983,5.4,1875
4,House for sale,350000,77546,2620,6630,2004,6,2295
11,House for sale,314900,77062,2000,6950,1989,5.7,2031
3,House for sale,435000,77062,2754,10143,1986,6.7,2499
0,House for sale,830000,77059,4502,16800,1977,6,4039
0,House for sale,310000,77062,2305,8400,1982,5.7,2295
8,House for sale,70000,77546,608,5000,1955,7.4,1025
3,House for sale,345000,77546,2220,10200,1971,5.7,1995
0,House for sale,565000,77062,3230,11410,1986,6.7,2660
0,House for sale,240000,77598,1196,6871,1982,6,1514
0,House for sale,280000,77062,1778,8400,1965,5.7,1841
0,House for sale,299900,77062,1880,8740,1969,6,1935
19,House for sale,285000,77546,1620,6540,1976,5.7,1814
18,House for sale,476000,77546,3361,7884,2001,6.4,2727
0,House for sale,386000,77062,2596,7865,1989,5.7,2475
4,House for sale,330000,77062,1734,6437,1988,5.7,1825
6,House for sale,265000,77034,1651,7800,1984,5.7,1741
0,House for sale,310000,77062,2223,12350,1972,5.7,2199
0,House for sale,274900,77546,1860,7040,1972,5.7,1895
0,House for sale,273000,77598,1454,12585,1976,6,1649
15,House for sale,350000,77598,2365,8250,1983,6,2245
0,House for sale,378900,77062,3337,8494,1970,5.7,2449
12,House for sale,279900,77598,2184,6820,1979,5.7,2057
86,House for sale,699999,77059,4581,12371,1999,6.7,4099
0,House for sale,528000,77546,3832,7800,2014,6.4,2795
0,House for sale,794000,77546,3429,19290,1992,8,4399
17,House for sale,360000,77062,2155,9600,1968,5.7,2199
40,House for sale,260000,77546,2036,11840,1971,5.7,1866
0,House for sale,360000,77062,2106,8230,1965,5.7,2145
0,House for sale,304800,77546,1708,5250,1985,5.7,1849
18,House for sale,401000,77059,2757,7872,1992,6,2521
