Days on Zillow,Status,Price,Zipcode,House Size,Lot Size,Year Built,Schools Rating,Rent Estimate
0,House for sale,728888,77433,4642,8638,2015,7.7,3918
10,House for sale,510000,77433,2982,6255,2014,9.4,2661
3,House for sale,450000,77447,3256,7620,2014,5.4,2845
0,House for sale,478000,77433,2286,11965,2017,8.4,2413
17,House for sale,575000,77433,3653,11570,2006,9.4,2827
0,House for sale,665000,77433,3875,8587,2012,9.4,3331
25,House for sale,695000,77433,3950,9985,2017,6.7,2999
0,House for sale,639900,77433,2882,14919,2019,8.4,3583
0,House for sale,489999,77433,2630,9247,2020,8.4,2400
26,House for sale,395000,77433,2591,6000,2008,6,2185
0,House for sale,440000,77433,2715,6777,2019,6.7,2398
0,House for sale,535000,77433,3316,6010,2016,6.7,2687
23,House for sale,435995,77429,3246,5953,2008,7.4,2266
0,House for sale,560000,77433,3002,14186,2020,6.7,3305
11,House for sale,725000,77433,3032,8143,2020,8.4,2864
0,House for sale,639900,77433,3054,9436,2009,8.4,2702
31,New construction,700000,77433,3198,8156,2017,8.4,2847
27,House for sale,650000,77433,3875,12247,2008,7.7,3355
52,House for sale,579000,77433,4026,9779,2008,7.7,3144
0,House for sale,450000,77433,2427,6621,2019,6.7,2345
6,House for sale,480000,77433,2090,6794,2017,8.4,2284
0,House for sale,375000,77095,2450,6766,1993,6.7,2124
5,House for sale,399000,77429,3139,7500,2006,7.4,2734
0,House for sale,329900,77429,2313,8004,2003,7,2119
27,House for sale,599000,77433,4206,13124,2004,9.4,3592
2,House for sale,315000,77095,2362,6293,2006,8.4,2013
0,House for sale,239000,77429,1795,5500,1979,7,1775
4,House for sale,299000,77429,1958,5477,2013,8.4,2024
53,House for sale,270000,77065,1874,6693,2006,6.4,1849
18,House for sale,225000,77429,1394,6710,1980,8.4,1541
0,House for sale,415000,77065,3477,9596,1998,6.4,2394
3,House for sale,449900,77429,3820,15763,2004,8.4,3278
0,House for sale,400000,77433,2950,8087,2005,6.7,2434
3,House for sale,235000,77429,1427,6600,1979,6.4,1550
0,House for sale,385000,77429,2838,7150,1984,7,2250
7,House for sale,350000,77095,2507,6986,1995,6.7,2119
0,House for sale,360000,77429,2921,7153,2001,6.4,2270
0,House for sale,265000,77065,1713,6900,1980,7,1699
0,House for sale,410000,77095,2540,10292,1997,6.7,2264
3,House for sale,339995,77065,2144,11476,1993,4.7,2056
3,House for sale,550000,77433,3472,10683,2016,8,2999
3,House for sale,420000,77429,3956,9800,2002,6.7,2599
4,House for sale,350000,77095,3030,5279,2011,6,2464
0,House for sale,385000,77095,2626,6325,2000,8,2185
4,House for sale,379900,77095,2812,8080,1997,8,2281
11,House for sale,285000,77095,2040,7000,1982,6,1924
3,House for sale,364900,77429,2717,7538,1996,7,791
3,House for sale,293000,77095,1418,8400,1981,6,1639
0,House for sale,789000,77433,4893,14735,2004,9.4,4238
10,House for sale,395000,77095,3004,7320,2001,8,2357
0,House for sale,360000,77095,2007,7130,1983,6,1969
3,House for sale,360000,77095,2022,7382,2001,7.4,2129
0,House for sale,649000,77095,3346,9000,2000,7.4,3399
0,House for sale,325000,77429,2684,21600,1977,7,2300
6,House for sale,358000,77070,2933,9165,1976,6.7,2295
30,House for sale,236000,77429,1385,6000,1979,7.4,1750
0,House for sale,699000,77433,4754,9982,2013,7.7,4080
4,House for sale,440000,77429,3033,7489,2006,8.4,2746
4,House for sale,315000,77095,1990,7475,1982,6,1969
4,House for sale,375000,77095,2609,9408,1997,6,2199
12,House for sale,360000,77070,3010,9400,1981,6.7,2295
0,House for sale,459900,77429,2974,6875,2005,8.4,2476
79,House for sale,469500,77429,2516,7196,2013,8.4,2295
11,House for sale,729000,77429,3771,12350,2004,7.4,3802
11,House for sale,374900,77429,2652,7840,1984,7,2145
5,House for sale,405000,77070,2666,14000,1982,6.7,2681
11,House for sale,369000,77429,2224,7986,1997,7,2030
3,House for sale,589000,77429,3223,21501,1978,7,2954
21,House for sale,315950,77433,1634,5500,2011,8,1849
1,House for sale,399000,77429,3158,5775,2004,8.4,2263
55,House for sale,269500,77429,2024,11475,1978,7,1942
5,House for sale,315000,77377,1828,18992,1980,8.5,1794
17,House for sale,399999,77065,2828,6389,1998,6.4,2184
10,House for sale,350000,77095,2120,6752,1999,8,2134
0,House for sale,281000,77065,1710,6300,1983,4.7,1749
3,House for sale,352000,77065,2911,7043,1993,7,2199
0,House for sale,300000,77095,2132,7716,2004,8,2006
25,House for sale,385000,77095,3669,8400,2000,7.7,2694
28,House for sale,700000,77433,3030,2786,2017,7.7,2799
6,House for sale,450000,77095,2427,10216,2002,8.7,2085
3,House for sale,395000,77095,3026,8451,1999,7,2528
0,House for sale,325000,77065,2519,6900,1991,7,2199
0,House for sale,465000,77429,2677,8400,1995,7,2192
32,House for sale,229900,77065,1574,10500,1973,6.4,1631
12,House for sale,450000,77429,3090,8868,1996,7,2699
10,House for sale,349900,77429,2328,9085,2004,8.4,2072
0,House for sale,438000,77095,3666,9808,2001,7.4,2599
10,House for sale,305000,77429,2091,8050,1984,7,2034
46,House for sale,365000,77429,2428,7820,1997,7,2060
0,House for sale,339000,77095,1900,7620,1999,7.4,1900
12,House for sale,285000,77095,1830,8763,1985,6,1734
12,House for sale,265000,77065,1612,6900,1980,7,1661
0,House for sale,365000,77070,2987,8520,1983,6.7,2400
3,House for sale,340000,77429,1913,6489,2003,8.4,1950
0,House for sale,720000,77065,2476,38973,2001,6.4,2162
25,House for sale,450000,77429,2740,11530,2001,8.4,2300
20,House for sale,360000,77065,2552,7475,1998,6.4,2180
0,House for sale,335000,77429,1864,20000,1965,6.4,1830
0,House for sale,303000,77065,2059,6242,1983,7,1881
0,House for sale,399900,77095,3188,7895,1998,6,2651
0,House for sale,367500,77433,2550,10353,2004,6.7,2350
0,House for sale,770000,77095,3590,14564,2003,8.7,2996
0,House for sale,699900,77429,4537,12000,2012,7,4589
0,House for sale,305000,77095,1803,6358,2001,7.7,1875
4,House for sale,350000,77095,1860,7373,2010,8.4,1849
0,House for sale,362900,77095,2745,8909,2004,8,2419
7,House for sale,407000,77429,2310,6875,2010,8.4,2098
0,House for sale,479900,77429,2222,28070,1972,8,2199
0,House for sale,368000,77095,2644,5233,2007,8.4,2087
0,House for sale,450000,77429,2987,8423,2004,9,2295
0,House for sale,369000,77095,3083,5037,2007,8,2362
0,House for sale,265000,77065,1490,8800,1984,4.7,1689
6,House for sale,309999,77095,1876,5568,1986,6,1800
11,House for sale,400000,77429,2173,7585,2003,9,1999
0,House for sale,370000,77429,2585,7875,1994,7.4,2107
5,House for sale,550000,77429,3397,14237,2000,9,3399
25,House for sale,475000,77095,3348,9060,2008,6.7,2685
31,House for sale,399900,77429,2918,9021,1995,7,2392
0,House for sale,341000,77429,1862,6328,2010,8.4,1912
24,House for sale,369000,77095,2735,7732,2004,8,2283
12,House for sale,482000,77429,3820,7000,1995,7,2963
138,House for sale,729995,77429,5116,25552,2010,6.4,4452
19,House for sale,350000,77429,2018,6000,1993,7.4,2034
0,House for sale,374995,77095,3100,8445,2006,8.4,2506
13,House for sale,649900,77095,3685,10604,2004,8.7,2762
208,House for sale,339777,77065,1714,32500,1963,6.4,1800
52,House for sale,449000,77095,3410,8348,2006,8.7,2684
0,House for sale,387000,77095,2796,5968,1999,7.7,2230
0,House for sale,699000,77429,3384,9203,2020,7,1851
13,House for sale,498000,77429,2227,31005,1974,7,1738
14,House for sale,750000,77429,5000,12779,1996,7,4583
317,House for sale,449900,77433,1447,51635,1986,8,1603
0,House for sale,599000,77429,2874,7500,2019,7,3267
0,House for sale,430000,77095,3085,10527,2005,8,2599
684,House for sale,695000,77429,1283,32850,1974,6.4,4055
5,House for sale,199900,77429,1614,7700,1983,7,1776
29,House for sale,320000,77070,3028,9600,1975,6.7,2625
2,House for sale,379990,77070,2700,9600,1972,5,2100
11,House for sale,384900,77065,2664,7800,1999,4.7,2285
2,House for sale,395000,77070,2628,8050,1990,5,2124
0,House for sale,390000,77070,3264,12056,1975,5,2575
3,House for sale,465000,77070,3149,7405,1999,6.7,2295
0,House for sale,269990,77070,2270,8395,1977,5.7,1880
0,House for sale,725000,77069,5316,10832,1991,5.4,3829
2,House for sale,319900,77068,2626,10125,1980,4.6,2091
20,House for sale,369900,77069,2548,4500,1994,5.4,2023
12,House for sale,375000,77069,2674,6555,2018,5,2361
2,House for sale,579000,77069,4461,8800,1986,5.4,3839
2,House for sale,360000,77070,2980,7043,2000,6.7,2428
0,House for sale,328900,77066,2682,9600,1973,3.7,2100
0,House for sale,349990,77070,2939,9000,1976,5.4,2074
0,House for sale,264900,77064,2206,7875,1980,4.7,1895
3,House for sale,380000,77064,3021,9863,1997,5.4,2575
0,House for sale,315000,77064,2448,5775,1991,5.7,2149
10,House for sale,529000,77069,3432,9020,1990,5.4,3499
26,House for sale,220000,77064,1335,5886,1983,5.4,1550
11,House for sale,265000,77064,1600,3950,2015,5.4,1800
0,House for sale,799999,77065,4789,9053,2001,4.7,3206
0,House for sale,835000,77069,4784,10320,2002,5.4,3135
0,House for sale,292000,77070,1589,5775,1991,5,1731
11,House for sale,299900,77064,2316,11900,1987,5.7,2100
0,House for sale,290000,77066,2714,10430,1971,3.7,2213
0,House for sale,719000,77069,4705,17076,2002,5.4,3574
18,House for sale,899000,77379,5392,22932,1980,6,4391
3,House for sale,314900,77066,2075,10713,1999,3.7,1806
0,House for sale,270000,77086,1280,5060,2005,3.7,1550
0,House for sale,299300,77064,1918,6300,1987,5.7,1841
3,House for sale,249900,77066,2339,9477,1972,3.7,1950
0,House for sale,331000,77069,3150,13776,1961,5.4,3428
0,House for sale,345000,77070,2593,7350,1982,6.7,2064
0,House for sale,250000,77070,1805,7475,1976,5.7,1794
0,House for sale,265000,77069,3014,4902,1973,5,2400
0,House for sale,439950,77064,3806,8503,2004,5,2985
6,House for sale,270000,77066,2149,9360,1972,3.7,1878
11,House for sale,575000,77069,4456,17039,1982,5,3093
9,House for sale,259000,77066,1842,5250,2010,3.7,1847
0,House for sale,450000,77064,4150,6605,2005,5.4,3399
19,House for sale,430000,77070,2422,21250,1972,5,2147
6,House for sale,275000,77070,2212,8125,1983,8.5,2044
5,House for sale,375000,77066,3070,9600,1971,3.7,2614
0,House for sale,525000,77069,2916,17835,1972,5.4,2149
18,House for sale,350000,77069,3120,16000,1970,5.4,2295
0,House for sale,499000,77069,2994,11700,1972,5.4,2227
8,House for sale,510000,77069,4637,12100,1982,5.4,4039
0,House for sale,370000,77377,3016,8400,1980,8.5,2296
0,House for sale,525000,77379,3719,11639,1982,6,2741
0,House for sale,435000,77070,3061,3844,2019,5,2594
10,House for sale,355000,77070,2766,9986,1973,5.4,2100
24,House for sale,289900,77064,2011,5562,1998,5.4,1881
11,House for sale,237500,77065,1358,4305,1983,4.7,1624
5,House for sale,349999,77070,2133,7042,2000,5.7,2015
14,House for sale,260000,77070,1859,8970,1974,5.7,1800
0,House for sale,495000,77065,2466,19200,1979,6.4,2100
12,House for sale,310000,77070,1956,5850,2006,5,1851
11,House for sale,415000,77069,3421,9494,1987,5.4,2600
0,House for sale,385000,77069,3285,9600,1981,5,2429
0,House for sale,489900,77069,3771,8625,1992,5.4,3341
0,House for sale,246000,77069,1779,9191,1978,5.4,1674
0,House for sale,650000,77069,3881,9700,1980,5,3399
31,House for sale,219900,77070,1414,7200,1981,5,1569
0,House for sale,360000,77070,2218,17000,1973,6.7,1999
0,House for sale,214000,77064,1488,12810,1979,5,1656
11,House for sale,460000,77069,3962,8400,1986,5.4,3229
11,House for sale,350000,77069,2481,5200,1984,5.4,2025
16,House for sale,344900,77069,2742,5278,2000,5,2085
32,House for sale,319900,77069,2619,7434,2018,5,2314
0,House for sale,380240,77070,3564,9434,1977,6.7,2640
0,House for sale,370000,77070,2101,9187,1976,5.4,2094
0,House for sale,365000,77069,3078,9775,1976,5.4,1284
39,House for sale,299999,77066,2502,10593,1975,3.7,2044
0,House for sale,335000,77066,3219,9626,1970,3.7,2222
12,House for sale,224000,77070,1646,5900,1982,5,1659
0,House for sale,546000,77069,4338,11928,2003,5.4,3864
0,House for sale,485000,77065,3139,7057,1999,4.7,2664
0,House for sale,479000,77064,2991,11673,1995,5.4,2499
0,House for sale,305000,77064,1951,10931,1988,5.4,1800
10,House for sale,483000,77069,3072,10625,1974,5.4,2528
0,House for sale,262000,77070,1918,3650,2003,5.7,1975
0,House for sale,321000,77069,2067,3027,2005,5.4,2149
4,House for sale,445000,77069,2655,5250,1999,5.4,1995
0,House for sale,239900,77086,1689,7020,1973,3.7,1649
0,House for sale,383900,77066,3484,9360,1972,3.7,2614
19,House for sale,249900,77064,1873,7628,1979,4.7,1782
41,House for sale,405000,77069,3080,9296,1973,5.4,2504
0,House for sale,249000,77064,1672,6630,1981,4.7,1699
18,House for sale,466000,77069,3581,11622,2005,5.4,2660
0,House for sale,330000,77070,2588,7000,1983,6.7,2059
0,House for sale,224000,77064,1084,5117,1983,5.4,1450
64,House for sale,225000,77070,1237,7200,1980,5,1495
0,House for sale,300000,77066,2636,9400,1973,3.7,2094
10,House for sale,715000,77379,3834,15000,1980,6,3163
9,House for sale,245000,77064,1878,6300,1978,5,1599
10,House for sale,285000,77064,1948,3910,2004,5.4,1847
0,House for sale,296000,77065,1812,6600,1984,4.7,1699
0,House for sale,233000,77064,1162,4730,1983,5.4,1500
0,House for sale,379900,77070,2693,13215,1975,5.4,2230
32,House for sale,299900,77069,2616,5648,1984,5,1984
0,House for sale,575000,77069,3261,20965,1979,5.4,3282
0,House for sale,549999,77069,4466,9995,1995,5.4,3723
0,House for sale,330000,77066,2468,9400,1971,3.7,2094
0,House for sale,450000,77064,4019,9322,1999,5.4,3499
72,House for sale,299000,77064,1819,6000,1982,4.7,1716
0,House for sale,475000,77070,4134,8625,1977,6.7,3399
52,House for sale,259999,77064,1878,6600,1975,5,1632
0,House for sale,444000,77069,3244,8800,1989,5.4,2594
20,House for sale,415000,77064,3145,7800,2006,5,2651
0,House for sale,250000,77064,1878,6000,1975,5,1599
11,House for sale,365000,77069,3042,3920,1978,5,2227
0,House for sale,439000,77069,3600,4275,2000,5.4,2300
112,House for sale,320000,77070,2559,3500,2004,5.7,1981
42,House for sale,249000,77064,1810,7000,1975,5,1695
0,House for sale,368000,77069,2728,12000,1977,5.4,2145
0,House for sale,650000,77069,2355,14318,1970,5.4,2105
0,House for sale,699900,77069,3605,11125,1970,5.4,2495
28,House for sale,550000,77070,3428,10125,1972,6.7,2650
24,House for sale,295000,77064,1585,3910,2007,5.4,1694
12,House for sale,350000,77065,1996,12700,1964,6.7,1662
59,House for sale,239950,77064,1150,4726,1983,5.4,1500
0,House for sale,540000,77069,3937,11815,2003,5.4,2711
108,House for sale,250000,77065,1312,7620,1985,6.7,1500
0,House for sale,220000,77066,2148,8265,1983,3.5,1892
0,House for sale,249000,77073,1591,2898,2014,4,1649
1,House for sale,275000,77014,2434,6440,1982,5,1956
6,House for sale,285000,77068,2185,5826,2015,4.6,2064
25,House for sale,205000,77086,1318,6930,1976,4.5,1500
2,House for sale,165000,77014,1688,4400,1986,5,1629
0,House for sale,249500,77060,1561,10680,1966,3.5,1451
0,House for sale,249999,77014,1641,6960,1991,5,1645
4,House for sale,255000,77038,1813,4725,2015,3.8,1785
1,House for sale,195000,77038,1303,6656,1974,4.3,1499
0,House for sale,232000,77066,2093,7569,1980,3.5,1870
12,House for sale,299000,77067,1765,6900,2000,5,1697
0,House for sale,345000,77014,2442,10314,2019,4.6,2350
9,House for sale,300000,77090,1996,4926,2020,4,1895
230,House for sale,209995,77090,1410,4543,2013,4,1554
0,House for sale,250000,77073,1836,5500,2003,4,1749
33,House for sale,238000,77066,1751,7150,1978,3.7,1625
4,House for sale,235000,77038,1350,6011,2000,3.5,1599
0,House for sale,374999,77038,2871,5720,1972,4.3,1234
0,House for sale,285000,77014,2375,5400,2009,4.6,1878
10,House for sale,200000,77086,1400,7150,1974,4.5,1568
0,House for sale,269900,77014,2288,5253,1991,4.2,1784
0,House for sale,247900,77038,1807,4600,2005,3.5,1685
0,House for sale,319900,77090,3068,5290,2015,4,2296
179,House for sale,249900,77086,2220,9249,2001,3.7,1800
0,House for sale,250000,77086,1802,7560,1978,4.5,1649
3,House for sale,249900,77090,1986,3600,2013,4,1825
0,House for sale,275000,77038,1624,6423,2018,3.5,1769
0,House for sale,285000,77086,1852,5177,2009,3.7,1713
0,House for sale,232000,77014,1922,5650,1985,4.2,1769
0,House for sale,270000,77014,1808,4400,2008,4.2,1695
0,House for sale,259900,77086,1651,12886,1974,4.5,1669
7,House for sale,225000,77038,1441,6240,1972,4.3,1500
35,House for sale,325000,77014,2766,5049,2006,4,2018
0,House for sale,280000,77073,1959,5500,2002,4,1749
0,House for sale,264900,77073,1842,5500,2001,4.4,1729
0,House for sale,278000,77038,2069,7382,2006,3.8,1877
0,House for sale,249900,77073,1950,3565,2005,4.4,1727
0,House for sale,317900,77038,2664,5500,2010,3.5,2044
0,House for sale,275000,77073,1977,2898,2014,4,1914
25,House for sale,217000,77073,1365,5500,2009,4.4,1606
7,House for sale,255000,77073,1941,5330,2005,4.4,1731
0,House for sale,277000,77073,2198,5750,2003,4,1872
11,House for sale,215000,77038,1114,5720,1971,4.3,1450
38,House for sale,224900,77067,1440,4000,2012,4.8,1594
0,House for sale,269000,77014,1919,4950,2006,4.2,1724
24,House for sale,230000,77073,1560,3492,2005,4.4,1550
0,House for sale,338888,77066,2352,4598,2019,3.7,2124
67,House for sale,305000,77066,2479,5882,2003,3.7,1984
0,House for sale,242000,77073,1566,3114,2014,4,1666
101,House for sale,290000,77090,2371,6600,2007,4,1895
47,House for sale,280000,77067,1948,6720,2019,3.3,1895
86,House for sale,240000,77014,1504,3850,2013,4.5,1645
0,House for sale,274900,77038,2393,4400,2005,3.5,1767
0,House for sale,229000,77014,1828,7394,1990,4.2,1749
103,House for sale,259000,77014,2068,4795,2013,4.5,1895
10,House for sale,259900,77090,1483,5039,2013,4,1674
6,House for sale,279000,77086,1881,5589,2000,3.7,1749
25,House for sale,264900,77067,1816,4000,2012,4.8,1665
26,House for sale,279900,77014,1487,6630,2013,4.6,1895
115,House for sale,204999,77073,1807,3800,2006,4.4,1603
0,House for sale,244479,77086,1903,7350,1982,4.5,1754
17,House for sale,200000,77066,1582,7354,1980,3.5,1645
0,House for sale,230000,77073,1586,3914,2014,4,1674
103,House for sale,245000,77090,1412,4045,2013,4,1573
0,House for sale,260000,77073,2501,4200,2006,4.4,1980
4,House for sale,210000,77073,1435,3843,2006,4.4,1594
72,House for sale,179900,77066,956,6040,1982,3.7,1374
117,House for sale,224900,77014,1711,3850,2013,4.5,1649
0,House for sale,315000,77067,2628,5313,2002,5,1984
23,House for sale,240000,77060,1382,5775,1970,4.8,1474
0,House for sale,364900,77014,3119,7590,1993,5,2594
20,House for sale,210000,77086,1320,7954,1976,4.5,1505
27,House for sale,240000,77073,1690,5500,2004,4,1674
80,House for sale,299900,77066,2607,9409,2000,3.7,2199
55,House for sale,239900,77014,2038,3334,2013,4.5,1650
25,House for sale,850000,77037,2190,13650,1958,4,1376
10,House for sale,289900,77073,2729,4341,2005,4.4,1995
60,House for sale,239900,77073,1993,4467,2005,4.4,1762
165,House for sale,899900,77086,3790,130680,1995,3.7,5489
80,House for sale,274900,77014,2087,3850,2012,4.5,1800
140,House for sale,259900,77014,2016,3328,2013,4.5,1806
18,House for sale,110000,77039,1488,2156,1979,3.8,1425
0,House for sale,297000,77073,2017,11825,2013,3,1939
3,House for sale,199995,77060,1236,5500,2007,3.3,1481
0,House for sale,210000,77032,1414,12396,1968,3.5,1495
3,House for sale,259000,77039,1764,7259,1961,4,1663
2,House for sale,299900,77073,1793,5748,2014,3,1746
3,House for sale,219900,77060,1420,4250,1979,4.3,1450
0,House for sale,199900,77396,1137,7200,2003,4,1335
0,House for sale,236000,77039,1296,7200,1972,4,1466
29,House for sale,239900,77039,1688,8800,1968,3.4,1586
0,House for sale,218000,77039,2086,6600,1963,4,1892
7,House for sale,299900,77073,3136,4725,2010,3,2185
0,House for sale,199900,77039,1424,6448,1971,4.8,1436
0,House for sale,210000,77032,1092,8400,1940,3.4,1300
16,House for sale,230000,77032,1362,3622,2000,3.5,1576
0,House for sale,278900,77073,2144,5175,2006,3,1849
13,House for sale,429900,77032,1946,33200,1960,3.5,1857
0,House for sale,589000,77060,2347,32550,1958,4,4090
240,House for sale,898999,77039,2044,104775,1971,3.4,5305
3,House for sale,310000,77044,2540,5458,2018,3,2234
0,House for sale,179999,77396,1476,6600,1978,3,1508
5,House for sale,257000,77396,1520,4665,2017,3,1716
0,House for sale,450000,77396,3973,11215,2006,5.4,2999
0,House for sale,255000,77396,1808,4797,2019,2.7,1787
17,House for sale,479000,77396,3262,9528,2010,5.4,2699
3,House for sale,440000,77396,3343,12007,2012,3.7,2766
4,House for sale,210000,77396,1415,6710,1978,3,1499
5,House for sale,339900,77346,2861,5775,2001,2.4,2180
18,House for sale,239900,77396,1223,4400,2012,3,1495
21,House for sale,217000,77396,1198,9052,1984,2.7,1200
0,House for sale,374900,77396,2686,7223,2008,5.4,2149
7,House for sale,352000,77396,2918,7020,2008,2.7,2199
0,House for sale,419000,77346,2653,11800,2007,5.3,2190
0,House for sale,282000,77396,1732,5201,2020,4.5,1530
1,House for sale,515000,77396,4060,9853,2006,5.4,3794
0,House for sale,675000,77396,4552,13156,2004,5.4,3332
0,House for sale,560000,77396,3319,6600,2016,4.5,2833
12,House for sale,459000,77346,2601,7956,2015,4.4,1284
0,House for sale,295000,77346,2338,7928,2000,2.4,2016
25,House for sale,370000,77346,2540,5750,2013,4,2100
0,House for sale,310000,77346,2551,6435,2014,2.4,2313
0,House for sale,298000,77396,1960,5790,2018,4.5,1910
0,House for sale,564900,77396,4705,10330,2003,5.4,3847
11,House for sale,239995,77396,1480,5395,2006,3.7,1599
0,House for sale,531500,77396,3908,9941,2006,5.4,3140
14,House for sale,254900,77396,1862,8050,1982,2.4,1794
4,House for sale,330000,77346,2712,6201,2005,2.4,2138
0,House for sale,280000,77396,1637,8400,1997,2.4,1724
1,House for sale,260000,77396,1866,4663,2018,3,1868
12,House for sale,399900,77396,3145,9284,2007,3.7,2296
4,House for sale,499900,77346,3902,8358,2007,5.3,3428
4,House for sale,309000,77396,2029,7487,2004,5.4,1935
18,House for sale,489900,77396,3432,6594,2012,4.5,2944
6,House for sale,259000,77396,1318,8800,1978,3,1499
0,House for sale,249000,77396,1840,4400,2004,4,1799
17,House for sale,315000,77396,2330,5609,2017,4,2094
0,House for sale,437000,77396,3321,8241,2006,4.5,2749
11,House for sale,315000,77346,1998,6996,2008,5.3,1995
6,House for sale,260000,77396,1848,5314,2005,3,1599
10,House for sale,360000,77346,3280,5865,2012,4,2624
18,House for sale,389000,77396,2709,6077,2013,4.5,2300
7,House for sale,285000,77396,2300,5395,2006,3.7,1835
14,House for sale,399850,77396,2485,70523,1961,3,1494
0,House for sale,385000,77396,3287,6550,2007,3.7,2699
55,House for sale,169900,77396,1463,7150,1964,3,1500
0,House for sale,695000,77396,5315,11658,2007,5.4,3202
5,House for sale,279000,77396,1961,7108,2006,3.7,1753
4,House for sale,350000,77396,1945,4454,2007,3,1740
32,House for sale,340000,77396,2052,6060,2019,4.5,1977
0,House for sale,115000,77396,400,7200,1970,4,803
0,House for sale,350000,77396,2332,28800,2013,4,2199
0,House for sale,282000,77396,2040,8376,2007,3,1840
0,House for sale,235000,77396,1653,7475,1976,2.4,1676
0,House for sale,445000,77396,3211,12501,2002,5.4,3399
0,House for sale,340000,77396,3078,5664,2017,4.5,2300
16,House for sale,250000,77396,1334,5290,2006,3,1615
15,House for sale,329900,77396,2375,6282,2010,3,1965
20,House for sale,695000,77338,2062,6600,1925,3.7,2370
0,House for sale,330000,77396,2637,6324,2018,4.5,2253
7,House for sale,335000,77396,1967,5363,2006,3.7,1794
0,House for sale,535000,77396,4001,10503,2007,5.4,3653
35,House for sale,270000,77396,1554,5399,2015,4.5,1716
124,House for sale,259900,77396,1654,7020,1995,2.7,1716
0,House for sale,285000,77396,2230,6900,1982,2.4,1896
0,House for sale,439000,77396,3369,9227,2006,5.4,2747
0,House for sale,520000,77338,3556,10883,2008,3,2999
51,House for sale,388000,77346,3803,6062,2007,2.4,2247
0,House for sale,245000,77396,1908,4600,2007,3,1763
0,House for sale,310000,77346,2200,9888,1999,2.4,1960
56,House for sale,314900,77346,2264,9278,2000,2.4,2012
0,House for sale,299999,77338,1430,7500,1930,3.7,1450
55,House for sale,204999,77396,1240,7440,1960,3,1325
49,House for sale,350000,77396,2731,8323,2006,3.7,2227
180,House for sale,260000,77396,1646,6900,1984,4,1686
25,House for sale,289900,77396,1896,4157,2005,3,1746
3,House for sale,294900,77044,1889,7949,2007,4.5,1869
0,House for sale,625000,77044,3727,10534,2019,4.5,3559
2,House for sale,429990,77346,2898,6510,1994,4.4,2428
8,House for sale,468000,77346,3879,6771,1999,4.4,2999
3,House for sale,357000,77346,2097,7190,2006,4.4,2079
0,House for sale,296000,77346,2240,6300,1994,4,1949
1,House for sale,309990,77346,2160,6600,1995,4.5,1916
0,House for sale,459990,77044,3390,8143,2015,4.4,2999
1,House for sale,300000,77346,2606,7436,2006,4.4,2166
1,House for sale,575000,77044,4333,10718,2005,4.7,3421
35,House for sale,585000,77044,4425,13253,2017,4.4,3196
9,House for sale,582700,77044,4283,9000,2012,4.7,3359
3,House for sale,315000,77346,2710,5103,2018,5,2268
0,House for sale,695000,77532,4928,71129,1977,4.7,4200
3,House for sale,360000,77044,2522,5945,2013,4.4,2250
4,House for sale,199900,77532,2478,17556,1977,5,1997
0,House for sale,399900,77044,3306,8910,2008,4.5,2762
3,House for sale,444900,77346,3647,11171,2005,4.7,2793
0,House for sale,389900,77532,2916,12920,2014,5,2466
0,House for sale,465000,77532,1757,16564,1978,4.7,1749
2,House for sale,240000,77346,1460,5228,1999,4,1669
0,House for sale,599900,77346,3770,9169,2011,4.7,3203
6,House for sale,295000,77346,1779,9900,1999,4.4,1839
0,House for sale,588000,77346,3389,8254,2012,5,2894
0,House for sale,449990,77044,3361,12841,2010,4.4,2999
0,House for sale,299999,77346,2807,6600,1994,4.4,2246
4,House for sale,515000,77346,3423,8314,2017,5,3140
4,House for sale,315000,77044,1984,7555,2008,4.5,2024
10,House for sale,719000,77044,3473,11443,2019,4.5,2999
0,House for sale,629000,77044,4679,11732,2006,4.7,3371
131,House for sale,350000,77044,3091,7500,2010,4.4,2699
6,House for sale,250000,77346,1628,7412,1982,4.4,1699
0,House for sale,639000,77044,2617,13032,2020,4.4,1008
10,House for sale,549900,77532,3233,15582,1997,5,2298
0,House for sale,295000,77532,1848,8400,1976,5,1782
3,House for sale,349900,77044,2195,7800,2019,4.5,2118
5,House for sale,350000,77044,2452,5480,2014,4.4,2194
4,House for sale,340000,77346,2329,7438,2005,4.7,1984
4,House for sale,339000,77044,2386,6623,2004,4.5,1950
0,House for sale,330000,77346,2024,8840,2004,4.7,1953
16,House for sale,445000,77044,3456,9240,2008,4.5,2762
11,House for sale,470000,77044,3622,9074,2008,4.7,2795
3,House for sale,399900,77346,2556,7852,2008,5,2097
0,House for sale,359000,77044,2748,7830,2000,4.7,2245
0,House for sale,355000,77346,2451,6708,1997,4,2094
0,House for sale,595000,77044,3489,11754,2010,4.4,2963
0,House for sale,440000,77044,3337,10477,2006,4.4,2762
12,House for sale,350000,77346,3185,4725,2017,5,2312
3,House for sale,312000,77346,1907,6825,2005,4.4,1900
3,House for sale,283000,77346,1687,5040,2003,5,1757
7,House for sale,315000,77532,2113,11200,2014,5,2029
6,House for sale,389950,77346,3430,8610,1998,4.4,2699
0,House for sale,270000,77044,1340,5071,2020,4.5,1586
0,House for sale,429900,77044,3626,8454,2008,4.4,2795
