addressLine1	bathrooms	bedrooms	city	county	createdDate	daysOnMarket	formattedAddress	id	lastSeen	latitude	listedDate	longitude	lotSize	price	propertyType	rawAddress	removedDate	squareFootage	state	status	yearBuilt	zipCode
5735 Ridgeway Dr	1.5	3	Houston	Harris County	2022-09-09T10:48:03.884Z	46	5735 Ridgeway Dr, Houston, TX 77033	5735-Ridgeway-Dr,-Houston,-TX-77033	2022-10-24T14:47:37.384Z	29.669142	2022-09-08T18:35:00.000Z	-95.335295	7205	228000	Single Family	5735 Ridgeway Dr, Houston, TX 77033		1340	TX	Active	1958	77033
3025 University Blvd	3.5	5	Houston	Harris County	2022-08-05T19:13:27.648Z	46	3025 University Blvd, Houston, TX 77005	3025-University-Blvd,-Houston,-TX-77005	2022-10-24T14:47:37.384Z	29.71469	2022-09-08T18:35:00.000Z	-95.425836	12000	2600000	Single Family	3025 University Blvd, Houston, TX 77005		3851	TX	Active	1923	77005
1627 Gingerleaf Ln	2.5	3	Houston	Harris County	2021-11-03T16:05:39.355Z	46	1627 Gingerleaf Ln, Houston, TX 77055	1627-Gingerleaf-Ln,-Houston,-TX-77055	2022-10-24T14:47:37.384Z	29.800071	2022-09-08T18:53:40.000Z	-95.487431	4352	470000	Single Family	1627 Gingerleaf Ln, Houston, TX 77055		2246	TX	Active	1985	77055
9523 Walnut Glen Dr	2.5	4	Houston	Harris County	2022-07-09T17:01:16.266Z	46	9523 Walnut Glen Dr, Houston, TX 77064	9523-Walnut-Glen-Dr,-Houston,-TX-77064	2022-10-24T14:47:37.382Z	29.926304	2022-09-08T19:27:31.000Z	-95.566028	7061	270000	Single Family	9523 Walnut Glen Dr, Houston, TX 77064		2363	TX	Active	1987	77064
15818 Crystal Brook Dr	3.5	4	Houston	Harris County	2022-09-09T10:48:03.885Z	46	15818 Crystal Brook Dr, Houston, TX 77068	15818-Crystal-Brook-Dr,-Houston,-TX-77068	2022-10-24T14:47:37.382Z	30.010852	2022-09-08T18:35:00.000Z	-95.49459	12240	349900	Single Family	15818 Crystal Brook Dr, Houston, TX 77068		3174	TX	Active	1978	77068
4235 Swarthmore St	3.5	4	Houston	Harris County	2022-09-09T10:48:03.884Z	46	4235 Swarthmore St, Houston, TX 77005	4235-Swarthmore-St,-Houston,-TX-77005	2022-10-24T14:47:37.382Z	29.713594	2022-09-08T18:35:00.000Z	-95.446732	5001	1350000	Single Family	4235 Swarthmore St, Houston, TX 77005		3560	TX	Active	1996	77005
3103 Cedar Woods Pl			Houston	Harris County	2020-09-17T14:45:45.332Z	46	3103 Cedar Woods Pl, Houston, TX 77068	3103-Cedar-Woods-Pl,-Houston,-TX-77068	2022-10-24T14:47:37.382Z	30.013074	2022-09-08T18:37:55.000Z	-95.487653	15899	95000	Land	3103 Cedar Woods Pl, Houston, TX 77068			TX	Active		77068
1834 Round Lake Dr	2.5	3	Houston	Harris County	2022-08-07T14:41:38.029Z	46	1834 Round Lake Dr, Houston, TX 77077	1834-Round-Lake-Dr,-Houston,-TX-77077	2022-10-24T14:47:37.381Z	29.74311	2022-09-08T18:49:38.000Z	-95.60179	7100	499000	Single Family	1834 Round Lake Dr, Houston, TX 77077		3584	TX	Active	1981	77077
612 E 35th St			Houston	Harris County	2020-09-15T22:46:03.072Z	46	612 E 35th St, Houston, TX 77022	612-E-35th-St,-Houston,-TX-77022	2022-10-24T14:47:37.381Z	29.817858	2022-09-08T19:44:40.000Z	-95.391806	3001	95000	Land	612 E 35th St, Houston, TX 77022			TX	Active		77022
9103 Pontiac Dr	2	4	Houston	Harris County	2022-09-09T10:48:03.881Z	46	9103 Pontiac Dr, Houston, TX 77096	9103-Pontiac-Dr,-Houston,-TX-77096	2022-10-24T14:47:37.381Z	29.67994	2022-09-08T18:49:38.000Z	-95.488124	9653	489000	Single Family	9103 Pontiac Dr, Houston, TX 77096		2092	TX	Active	1964	77096
5001 Woodway Dr	2	3	Houston	Harris County	2022-09-09T10:48:03.880Z	46	5001 Woodway Dr, Unit 404, Houston, TX 77056	5001-Woodway-Dr,-Unit-404,-Houston,-TX-77056	2022-10-24T14:47:37.380Z	29.761739	2022-09-08T19:03:42.000Z	-95.463884		580000	Condo	5001 Woodway Dr Unit 404, Houston, TX 77056		1924	TX	Active	1975	77056
19510 Leaning Timbers Dr	2	4	Humble	Harris County	2022-09-09T10:48:03.879Z	46	19510 Leaning Timbers Dr, Humble, TX 77346	19510-Leaning-Timbers-Dr,-Humble,-TX-77346	2022-10-24T14:47:37.380Z	30.004683	2022-09-08T19:13:51.000Z	-95.19397	7501	180000	Single Family	19510 Leaning Timbers Dr, Humble, TX 77346		1538	TX	Active	1977	77346
5001 Woodway Dr	2	3	Houston	Harris County	2022-09-09T10:48:03.880Z	46	5001 Woodway Dr, Unit 404, Houston, TX 77056	5001-Woodway-Dr,-Unit-404,-Houston,-TX-77056	2022-10-24T14:47:37.380Z	29.761739	2022-09-08T19:03:42.000Z	-95.463884		580000	Condo	5001 Woodway Dr Unit 404, Houston, TX 77056		1924	TX	Active	1975	77056
2205 Park St	3.5	4	Houston	Harris County	2022-09-09T10:48:03.881Z	46	2205 Park St, Houston, TX 77019	2205-Park-St,-Houston,-TX-77019	2022-10-24T14:47:37.380Z	29.746164	2022-09-08T19:19:36.000Z	-95.402687	2500	1199000	Single Family	2205 Park St, Houston, TX 77019		3199	TX	Active	2022	77019
10723 Boardwalk St	2.5	3	Houston	Harris County	2021-02-11T15:26:36.337Z	46	10723 Boardwalk St, Houston, TX 77042	10723-Boardwalk-St,-Houston,-TX-77042	2022-10-24T14:47:37.379Z	29.746514	2022-09-08T20:24:32.000Z	-95.56646	2635	350000	Townhouse	10723 Boardwalk St, Houston, TX 77042		2437	TX	Active	2005	77042
1037 E Crosstimbers St	1	2	Houston	Harris County	2022-06-16T16:52:40.978Z	46	1037 E Crosstimbers St, Houston, TX 77022	1037-E-Crosstimbers-St,-Houston,-TX-77022	2022-10-24T14:47:37.379Z	29.829278	2022-09-08T19:42:07.000Z	-95.357855	19741	350000	Single Family	1037 E Crosstimbers St, Houston, TX 77022		744	TX	Active	1938	77022
8403 Harmony Rd	1	2	Houston	Harris County	2022-09-09T10:48:03.879Z	46	8403 Harmony Rd, Houston, TX 77049	8403-Harmony-Rd,-Houston,-TX-77049	2022-10-24T14:47:37.379Z	29.847113	2022-09-08T19:27:31.000Z	-95.162841	24829	238999	Single Family	8403 Harmony Rd, Houston, TX 77049		1260	TX	Active	1976	77049
19726 Sweet Forest Ln	3.5	5	Humble	Harris County	2022-08-05T16:13:33.125Z	46	19726 Sweet Forest Ln, Humble, TX 77346	19726-Sweet-Forest-Ln,-Humble,-TX-77346	2022-10-24T14:47:37.378Z	30.007315	2022-09-08T19:39:37.000Z	-95.157919	12001	458000	Single Family	19726 Sweet Forest Ln, Humble, TX 77346		3706	TX	Active	1978	77346
1420 Weiss St	2.5	3	Houston	Harris County	2022-03-16T14:52:01.797Z	46	1420 Weiss St, Houston, TX 77009	1420-Weiss-St,-Houston,-TX-77009	2022-10-24T14:47:37.378Z	29.799755	2022-09-08T20:16:50.000Z	-95.352792	2350	389900	Single Family	1420 Weiss St, Houston, TX 77009		1589	TX	Active	2022	77009
15807 Eastern Meadowlark Way	2.5	4	Cypress	Harris County	2022-09-09T10:48:03.877Z	46	15807 Eastern Meadowlark Way, Cypress, TX 77429	15807-Eastern-Meadowlark-Way,-Cypress,-TX-77429	2022-10-24T14:47:37.378Z	30.015063	2022-09-08T19:39:37.000Z	-95.65022		444735	Single Family	15807 Eastern Meadowlark Way, Cypress, TX 77429		2836	TX	Active	2022	77429
16110 Kintyre Point Rd	2.5	4	Houston	Harris County	2022-09-09T10:48:03.874Z	46	16110 Kintyre Point Rd, Houston, TX 77095	16110-Kintyre-Point-Rd,-Houston,-TX-77095	2022-10-24T14:47:37.377Z	29.896779	2022-09-08T19:44:40.000Z	-95.654225	6338	374900	Single Family	16110 Kintyre Point Rd, Houston, TX 77095		2421	TX	Active	1989	77095
15806 Eastern Meadowlark Way	3.5	4	Cypress	Harris County	2022-09-09T10:48:03.876Z	46	15806 Eastern Meadowlark Way, Cypress, TX 77429	15806-Eastern-Meadowlark-Way,-Cypress,-TX-77429	2022-10-24T14:47:37.377Z	30.015063	2022-09-08T19:44:40.000Z	-95.65022		429990	Single Family	15806 Eastern Meadowlark Way, Cypress, TX 77429		2657	TX	Active	2022	77429
5035 Sunway Dr	2	3	Katy	Harris County	2022-09-09T10:48:03.871Z	46	5035 Sunway Dr, Katy, TX 77493	5035-Sunway-Dr,-Katy,-TX-77493	2022-10-24T14:47:37.377Z	29.846918	2022-09-08T20:16:50.000Z	-95.815915		289412	Single Family	5035 Sunway Dr, Katy, TX 77493		1204	TX	Active	2022	77493
449 W 23rd St	3.5	4	Houston	Harris County	2022-08-07T14:47:41.342Z	46	449 W 23rd St, Houston, TX 77008	449-W-23rd-St,-Houston,-TX-77008	2022-10-24T14:47:37.377Z	29.807187	2022-09-08T20:11:46.000Z	-95.405699	6551	1445000	Single Family	449 W 23rd St, Houston, TX 77008		4065	TX	Active	2013	77008
2323 W Main St	2.5	2	Houston	Harris County	2022-08-07T14:47:41.281Z	46	2323 W Main St, Unit 503, Houston, TX 77098	2323-W-Main-St,-Unit-503,-Houston,-TX-77098	2022-10-24T14:47:37.376Z	29.736181	2022-09-08T20:28:32.000Z	-95.416175		1099000	Condo	2323 W Main St Unit 503, Houston, TX 77098		1559	TX	Active	2021	77098
31122 Albany Brook Ln	2.5	3	Hockley	Harris County	2022-09-09T10:48:03.870Z	46	31122 Albany Brook Ln, Hockley, TX 77447	31122-Albany-Brook-Ln,-Hockley,-TX-77447	2022-10-24T14:47:37.376Z	30.01862	2022-09-08T20:33:23.000Z	-95.783331	5088	340000	Single Family	31122 Albany Brook Ln, Hockley, TX 77447		2011	TX	Active	2021	77447
21323 Blue Wood Aster Ct	5.5	5	Cypress	Harris County	2022-09-09T10:48:03.871Z	46	21323 Blue Wood Aster Ct, Cypress, TX 77433	21323-Blue-Wood-Aster-Ct,-Cypress,-TX-77433	2022-10-24T14:47:37.376Z	29.948033	2022-09-08T20:16:50.000Z	-95.781773	9640	992592	Single Family	21323 Blue Wood Aster Ct, Cypress, TX 77433		4511	TX	Active	2022	77433
19526 Pine Cluster Ln	2	3	Humble	Harris County	2022-09-09T10:48:03.871Z	46	19526 Pine Cluster Ln, Humble, TX 77346	19526-Pine-Cluster-Ln,-Humble,-TX-77346	2022-10-24T14:47:37.376Z	30.001571	2022-09-08T20:28:32.000Z	-95.147083	7000	265000	Single Family	19526 Pine Cluster Ln, Humble, TX 77346		1787	TX	Active	2002	77346
1412 Weiss St	2.5	3	Houston	Harris County	2022-02-02T14:43:59.809Z	46	1412 Weiss St, Houston, TX 77009	1412-Weiss-St,-Houston,-TX-77009	2022-10-24T14:47:37.376Z	29.799615	2022-09-08T20:28:32.000Z	-95.353818	2174	385000	Single Family	1412 Weiss St, Houston, TX 77009		1589	TX	Active	2022	77009
3914 Jefferson St	2	4	Houston	Harris County	2022-08-07T14:47:41.319Z	46	3914 Jefferson St, Houston, TX 77003	3914-Jefferson-St,-Houston,-TX-77003	2022-10-24T14:47:37.375Z	29.736804	2022-09-08T20:35:30.000Z	-95.342743	4500	369000	Single Family	3914 Jefferson St, Houston, TX 77003		1700	TX	Active	1927	77003
31 Ruby Blossom Ct			Tomball	Harris County	2022-09-09T10:39:55.834Z	46	31 Ruby Blossom Ct, Tomball, TX 77377	31-Ruby-Blossom-Ct,-Tomball,-TX-77377	2022-10-24T14:47:37.375Z	30.071524	2022-09-08T20:58:46.000Z	-95.64969	50094	350000	Land	31 Ruby Blossom Ct, Tomball, TX 77377			TX	Active		77377
Greenbriar St			Baytown	Harris County	2020-09-17T16:25:15.173Z	46	Greenbriar St, Baytown, TX 77520	Greenbriar-St,-Baytown,-TX-77520	2022-10-24T14:47:37.375Z	29.763679	2022-09-08T21:10:10.000Z	-95.034638	221659	500000	Land	Greenbriar St, Baytown, TX 77520			TX	Active		77520
407 Sandy Blf	3.5	4	Houston	Harris County	2022-09-09T10:39:55.838Z	46	407 Sandy Blf, Houston, TX 77079	407-Sandy-Blf,-Houston,-TX-77079	2022-10-24T14:47:37.374Z	29.781097	2022-09-08T20:33:23.000Z	-95.637107	7876	495000	Single Family	407 Sandy Blf, Houston, TX 77079		3729	TX	Active	1981	77079
2417 Potomac Dr	2.5	3	Houston	Harris County	2022-09-09T10:39:55.835Z	46	2417 Potomac Dr, Unit A, Houston, TX 77057	2417-Potomac-Dr,-Unit-A,-Houston,-TX-77057	2022-10-24T14:47:37.374Z	29.741415	2022-09-08T20:47:33.000Z	-95.488417	4515	450000	Townhouse	2417 Potomac Dr Unit A, Houston, TX 77057		2320	TX	Active	1982	77057
6330 Northway Dr	2	3	Houston	Harris County	2022-09-09T10:39:55.833Z	46	6330 Northway Dr, Houston, TX 77084	6330-Northway-Dr,-Houston,-TX-77084	2022-10-24T14:47:37.374Z	29.867847	2022-09-08T21:10:10.000Z	-95.682427	4408	190000	Single Family	6330 Northway Dr, Houston, TX 77084		1144	TX	Active	1982	77084
17817 Glenmark Dr	1	2	Houston	Harris County	2022-09-09T10:39:55.834Z	46	17817 Glenmark Dr, Houston, TX 77084	17817-Glenmark-Dr,-Houston,-TX-77084	2022-10-24T14:47:37.373Z	29.865984	2022-09-08T20:54:42.000Z	-95.681646	4408	160000	Single Family	17817 Glenmark Dr, Houston, TX 77084		957	TX	Active	1981	77084
1510 Robin St	2.5	3	Houston	Harris County	2022-09-09T10:39:55.832Z	46	1510 Robin St, Unit C, Houston, TX 77019	1510-Robin-St,-Unit-C,-Houston,-TX-77019	2022-10-24T14:47:37.373Z	29.756662	2022-09-08T21:17:15.000Z	-95.382517	1612	349000	Single Family	1510 Robin St Unit C, Houston, TX 77019		1353	TX	Active	2006	77019
13822 Overbrook Ln	2	3	Houston	Harris County	2022-09-09T10:39:55.832Z	46	13822 Overbrook Ln, Houston, TX 77077	13822-Overbrook-Ln,-Houston,-TX-77077	2022-10-24T14:47:37.372Z	29.738505	2022-09-08T21:10:10.000Z	-95.634182	7261	269000	Single Family	13822 Overbrook Ln, Houston, TX 77077		1673	TX	Active	1971	77077
6131 Hurst St	2	3	Houston	Harris County	2022-09-09T10:39:55.832Z	46	6131 Hurst St, Houston, TX 77008	6131-Hurst-St,-Houston,-TX-77008	2022-10-24T14:47:37.372Z	29.787492	2022-09-08T21:17:15.000Z	-95.422205	8751	580000	Single Family	6131 Hurst St, Houston, TX 77008		1882	TX	Active	1960	77008
637 Rutland St	3.5	3	Houston	Harris County	2022-09-09T10:39:55.830Z	46	637 Rutland St, Apt 6, Houston, TX 77007	637-Rutland-St,-Apt-6,-Houston,-TX-77007	2022-10-24T14:47:37.372Z	29.782662	2022-09-08T21:40:14.000Z	-95.401329		415000	Townhouse	637 Rutland St Apt 6, Houston, TX 77007		1705	TX	Active	2005	77007
17214 Folsom Dr	1	3	Houston	Harris County	2022-09-09T10:39:55.831Z	46	17214 Folsom Dr, Houston, TX 77049	17214-Folsom-Dr,-Houston,-TX-77049	2022-10-24T14:47:37.372Z	29.85757	2022-09-08T21:40:14.000Z	-95.130967	6983	169999	Single Family	17214 Folsom Dr, Houston, TX 77049		1244	TX	Active	1970	77049
Heron Dr			Houston	Harris County	2022-02-19T11:45:00.706Z	46	Heron Dr, Houston, TX 77087	Heron-Dr,-Houston,-TX-77087	2022-10-24T14:47:37.371Z	29.667355	2022-09-08T21:55:20.000Z	-95.301808	6691	85000	Land	Heron Dr, Houston, TX 77087			TX	Active		77087
4821 Burma Rd	2.5	3	Houston	Harris County	2022-04-30T14:05:42.574Z	46	4821 Burma Rd, Houston, TX 77033	4821-Burma-Rd,-Houston,-TX-77033	2022-10-24T14:47:37.371Z	29.681872	2022-09-08T23:38:08.000Z	-95.347774	6303	148000	Single Family	4821 Burma Rd, Houston, TX 77033		2047	TX	Active	1950	77033
9333 Memorial Dr	2.5	3	Houston	Harris County	2022-09-09T10:39:55.829Z	46	9333 Memorial Dr, Apt 303, Houston, TX 77024	9333-Memorial-Dr,-Apt-303,-Houston,-TX-77024	2022-10-24T14:47:37.371Z	29.778879	2022-09-08T21:40:14.000Z	-95.468619		775000	Condo	9333 Memorial Dr Apt 303, Houston, TX 77024		2306	TX	Active	1981	77024
24327 Tallgrass Meadow Trl	3.5	4	Katy	Harris County	2022-09-09T10:39:55.831Z	46	24327 Tallgrass Meadow Trl, Katy, TX 77493	24327-Tallgrass-Meadow-Trl,-Katy,-TX-77493	2022-10-24T14:47:37.371Z	29.875809	2022-09-08T21:19:35.000Z	-95.794249		443465	Single Family	24327 Tallgrass Meadow Trl, Katy, TX 77493		2432	TX	Active	2022	77493
69 Kings Lake Estates Blvd			Humble	Harris County	2021-04-18T14:22:44.260Z	46	69 Kings Lake Estates Blvd, Humble, TX 77346	69-Kings-Lake-Estates-Blvd,-Humble,-TX-77346	2022-10-24T14:47:37.370Z	30.017069	2022-09-08T21:47:18.000Z	-95.19059	29355	220000	Land	69 Kings Lake Estates Blvd, Humble, TX 77346			TX	Active		77346
19014 Bailey Oaks Ln	2.5	4	Katy	Harris County	2022-09-09T10:39:55.828Z	46	19014 Bailey Oaks Ln, Katy, TX 77449	19014-Bailey-Oaks-Ln,-Katy,-TX-77449	2022-10-24T14:47:37.370Z	29.868887	2022-09-08T21:50:42.000Z	-95.699214	5184	324990	Single Family	19014 Bailey Oaks Ln, Katy, TX 77449		2761	TX	Active	2016	77449
2307 Avon St			Baytown	Harris County	2022-09-09T10:39:55.827Z	46	2307 Avon St, Baytown, TX 77520	2307-Avon-St,-Baytown,-TX-77520	2022-10-24T14:47:37.370Z	29.728833	2022-09-08T21:59:51.000Z	-94.993826	170938	325000	Land	2307 Avon St, Baytown, TX 77520			TX	Active		77520
7324 Concorde Field Dr	3	4	Houston	Harris County	2022-09-09T10:39:55.826Z	46	7324 Concorde Field Dr, Houston, TX 77075	7324-Concorde-Field-Dr,-Houston,-TX-77075	2022-10-24T14:47:37.369Z	29.621879	2022-09-08T21:59:51.000Z	-95.29824	4240	321380	Single Family	7324 Concorde Field Dr, Houston, TX 77075		2033	TX	Active	2022	77075
3614 Black Crickett Ct	2	3	Humble	Harris County	2020-10-28T16:06:57.822Z	46	3614 Black Crickett Ct, Humble, TX 77396	3614-Black-Crickett-Ct,-Humble,-TX-77396	2022-10-24T14:47:37.369Z	29.972176	2022-09-08T22:38:18.000Z	-95.217403	7475	225000	Single Family	3614 Black Crickett Ct, Humble, TX 77396		1642	TX	Active	1977	77396
9715 Stonecross Bend Dr	7	6	Houston	Harris County	2022-08-07T14:42:31.564Z	46	9715 Stonecross Bend Dr, Houston, TX 77070	9715-Stonecross-Bend-Dr,-Houston,-TX-77070	2022-10-24T14:47:37.369Z	29.999838	2022-09-08T22:18:24.000Z	-95.572829	22756	2875000	Single Family	9715 Stonecross Bend Dr, Houston, TX 77070		10636	TX	Active	2006	77070
10851 Pepper Ln	2.5	4	Houston	Harris County	2022-08-05T18:27:06.426Z	46	10851 Pepper Ln, Houston, TX 77079	10851-Pepper-Ln,-Houston,-TX-77079	2022-10-24T14:47:37.368Z	29.780268	2022-09-08T22:29:29.000Z	-95.569578	4400	725000	Single Family	10851 Pepper Ln, Houston, TX 77079		2907	TX	Active	1977	77079
2518 Sandlewood Trail Ln	2	1	Houston	Harris County	2022-09-09T10:39:55.820Z	46	2518 Sandlewood Trail Ln, Houston, TX 77014	2518-Sandlewood-Trail-Ln,-Houston,-TX-77014	2022-10-24T14:47:37.368Z	29.975776	2022-09-08T23:11:46.000Z	-95.456633	6965	285000	Single Family	2518 Sandlewood Trail Ln, Houston, TX 77014		2635	TX	Active	2008	77014
1812 Kane St	4	4	Houston	Harris County	2022-09-09T10:39:55.821Z	46	1812 Kane St, Houston, TX 77007	1812-Kane-St,-Houston,-TX-77007	2022-10-24T14:47:37.365Z	29.766474	2022-09-08T22:45:09.000Z	-95.376361	5001	600000	Single Family	1812 Kane St, Houston, TX 77007		4499	TX	Active	1888	77007
15411 Hopkins Cedar Dr	3	4	Humble	Harris County	2022-09-09T10:39:55.814Z	46	15411 Hopkins Cedar Dr, Humble, TX 77346	15411-Hopkins-Cedar-Dr,-Humble,-TX-77346	2022-10-24T14:47:37.364Z	29.945122	2022-09-08T23:26:39.000Z	-95.205904	8751	528950	Single Family	15411 Hopkins Cedar Dr, Humble, TX 77346		3288	TX	Active	2019	77346
6527 Vanlynn Ln	2	3	Houston	Harris County	2022-09-09T10:39:55.814Z	46	6527 Vanlynn Ln, Houston, TX 77084	6527-Vanlynn-Ln,-Houston,-TX-77084	2022-10-24T14:47:37.364Z	29.872474	2022-09-08T23:26:39.000Z	-95.678018	7876	269990	Single Family	6527 Vanlynn Ln, Houston, TX 77084		1394	TX	Active	1981	77084
4202 San Leo Ct	3	4	Katy	Harris County	2022-08-24T09:25:10.987Z	46	4202 San Leo Ct, Katy, TX 77449	4202-San-Leo-Ct,-Katy,-TX-77449	2022-10-24T14:47:37.364Z	29.835208	2022-09-09T00:00:00.000Z	-95.77219	13591	453890	Single Family	4202 San Leo Ct, Katy, TX 77449		2257	TX	Active	2022	77449
2542 Bevis St	3.5	3	Houston	Harris County	2022-09-09T10:39:55.810Z	46	2542 Bevis St, Houston, TX 77008	2542-Bevis-St,-Houston,-TX-77008	2022-10-24T14:47:37.363Z	29.809574	2022-09-09T00:04:38.000Z	-95.421998	1629	460000	Single Family	2542 Bevis St, Houston, TX 77008		2022	TX	Active	2005	77008
11602 Blair Meadow Dr	2	3	Houston	Harris County	2022-09-09T10:39:55.813Z	46	11602 Blair Meadow Dr, Houston, TX 77477	11602-Blair-Meadow-Dr,-Houston,-TX-77477	2022-10-24T14:47:37.363Z	29.658826	2022-09-08T23:32:16.000Z	-95.592421	8050	252400	Single Family	11602 Blair Meadow Dr, Houston, TX 77477		2196	TX	Active	1977	77477
10225 Las Terrazas Dr	2.5	3	Houston	Harris County	2022-09-09T10:39:55.814Z	46	10225 Las Terrazas Dr, Houston, TX 77075	10225-Las-Terrazas-Dr,-Houston,-TX-77075	2022-10-24T14:47:37.363Z	29.617615	2022-09-08T23:29:02.000Z	-95.260834	4090	274900	Single Family	10225 Las Terrazas Dr, Houston, TX 77075		1937	TX	Active	2006	77075
1302 Crocker St	3.5	3	Houston	Harris County	2022-09-09T10:39:55.809Z	46	1302 Crocker St, Houston, TX 77019	1302-Crocker-St,-Houston,-TX-77019	2022-10-24T14:47:37.363Z	29.755378	2022-09-09T00:09:35.000Z	-95.389867	1625	850000	Single Family	1302 Crocker St, Houston, TX 77019		2791	TX	Active	2021	77019
13142 Rowan Green Dr	2.5	3	Humble	Harris County	2022-09-20T08:20:26.647Z	46	13142 Rowan Green Dr, Humble, TX 77346	13142-Rowan-Green-Dr,-Humble,-TX-77346	2022-10-24T14:47:37.362Z	29.952650817661365	2022-09-09T00:00:00.000Z	-95.18875198650765		359502	Single Family	13142 Rowan Green Dr, Humble, TX 77346		1545	TX	Active	2022	77346
2401 Crawford St	2.5	2	Houston	Harris County	2022-07-10T17:09:29.123Z	46	2401 Crawford St, Unit 212, Houston, TX 77004	2401-Crawford-St,-Unit-212,-Houston,-TX-77004	2022-10-24T14:47:37.362Z	29.742797	2022-09-09T00:11:38.000Z	-95.367875	75439	289999	Condo	2401 Crawford St Unit 212, Houston, TX 77004		931	TX	Active	2017	77004
4108 Mcduffie St	3.5	3	Houston	Harris County	2022-09-09T10:39:55.808Z	46	4108 Mcduffie St, Houston, TX 77098	4108-Mcduffie-St,-Houston,-TX-77098	2022-10-24T14:47:37.362Z	29.735604	2022-09-09T00:09:35.000Z	-95.408236	2090	739000	Townhouse	4108 McDuffie St, Houston, TX 77098		2860	TX	Active	2014	77098
14923 Clearwater Heights Dr	3.5	4	Cypress	Harris County	2022-09-09T10:39:55.805Z	46	14923 Clearwater Heights Dr, Cypress, TX 77429	14923-Clearwater-Heights-Dr,-Cypress,-TX-77429	2022-10-24T14:47:37.361Z	30.016919	2022-09-09T00:44:52.000Z	-95.637951	8939	540000	Single Family	14923 Clearwater Heights Dr, Cypress, TX 77429		2862	TX	Active	2019	77429
6438 Saragosa Crossing Ln	2.5	4	Houston	Harris County	2022-09-09T10:39:55.809Z	46	6438 Saragosa Crossing Ln, Houston, TX 77066	6438-Saragosa-Crossing-Ln,-Houston,-TX-77066	2022-10-24T14:47:37.361Z	29.960394	2022-09-09T00:17:14.000Z	-95.516769	5628	310000	Single Family	6438 Saragosa Crossing Ln, Houston, TX 77066		2896	TX	Active	2009	77066
6201 Sidney St	3.5	3	Houston	Harris County	2022-09-09T10:39:55.806Z	46	6201 Sidney St, Unit A, Houston, TX 77021	6201-Sidney-St,-Unit-A,-Houston,-TX-77021	2022-10-24T14:47:37.361Z	29.697776	2022-09-09T00:38:54.000Z	-95.353336	2375	349900	Single Family	6201 Sidney St Unit A, Houston, TX 77021		1665	TX	Active	2022	77021
14926 Darbydale Dr	2.5	4	Houston	Harris County	2022-09-09T10:39:55.807Z	46	14926 Darbydale Dr, Houston, TX 77090	14926-Darbydale-Dr,-Houston,-TX-77090	2022-10-24T14:47:37.360Z	29.990835	2022-09-09T00:44:52.000Z	-95.43572	5001	245000	Single Family	14926 Darbydale Dr, Houston, TX 77090		1640	TX	Active	2011	77090
46 S Badger Lodge Cir	4.5	4	The Woodlands	Harris County	2022-08-05T14:27:45.339Z	46	46 S Badger Lodge Cir, The Woodlands, TX 77389	46-S-Badger-Lodge-Cir,-The-Woodlands,-TX-77389	2022-10-24T14:47:37.360Z	30.151334	2022-09-09T01:10:48.000Z	-95.53294	15459	1695000	Single Family	46 S Badger Lodge Cir, The Woodlands, TX 77389		5207	TX	Active	2009	77389
2006 Sea King St	2	3	Houston	Harris County	2022-08-05T18:47:58.119Z	46	2006 Sea King St, Houston, TX 77008	2006-Sea-King-St,-Houston,-TX-77008	2022-10-24T14:47:37.360Z	29.803165	2022-09-09T01:08:44.000Z	-95.434713	7993	735000	Single Family	2006 Sea King St, Houston, TX 77008		2244	TX	Active	1955	77008
19303 Evening Glen Dr	2.5	4	Tomball	Harris County	2022-09-09T10:39:55.799Z	46	19303 Evening Glen Dr, Tomball, TX 77375	19303-Evening-Glen-Dr,-Tomball,-TX-77375	2022-10-24T14:47:37.359Z	30.04566	2022-09-09T02:17:31.000Z	-95.606022	8246	234900	Single Family	19303 Evening Glen Dr, Tomball, TX 77375		1529	TX	Active	1980	77375
3717 Creekmont Gardens Ln	3.5	3	Houston	Harris County	2022-09-09T10:39:55.799Z	46	3717 Creekmont Gardens Ln, Houston, TX 77091	3717-Creekmont-Gardens-Ln,-Houston,-TX-77091	2022-10-24T14:47:37.359Z	29.842575	2022-09-09T02:20:53.000Z	-95.441054	1960	389900	Single Family	3717 Creekmont Gardens Ln, Houston, TX 77091		1815	TX	Active	2022	77091
6841 Ave I	3	4	Houston	Harris County	2022-09-27T13:39:55.236Z	46	6841 Ave I, Unit 2, Houston, TX 77011	6841-Ave-I,-Unit-2,-Houston,-TX-77011	2022-10-24T14:47:37.359Z	29.742002	2022-09-09T02:08:37.000Z	-95.30212	5001	559000	Single Family	6841 Avenue I Unit 2, Houston, TX 77011		3216	TX	Active	1980	77011
11500 W Hardy Rd			Houston	Harris County	2022-09-09T10:39:55.802Z	46	11500 W Hardy Rd, Houston, TX 77076	11500-W-Hardy-Rd,-Houston,-TX-77076	2022-10-24T14:47:37.358Z	29.868387	2022-09-09T01:52:17.000Z	-95.364969	17759	225000	Land	11500 W Hardy Rd, Houston, TX 77076			TX	Active		77076
