addressLine1	bathrooms	bedrooms	city	county	createdDate	daysOnMarket	formattedAddress	id	lastSeen	latitude	listedDate	longitude	lotSize	price	propertyType	rawAddress	removedDate	squareFootage	state	status	yearBuilt	zipCode
27 Amerson Bay Way	3	3	The Woodlands	Montgomery County	2022-09-06T13:58:09.255Z	83	27 Amerson Bay Way, The Woodlands, TX 77380	27-Amerson-Bay-Way,-The-Woodlands,-TX-77380	2022-10-24T14:32:10.395Z	30.157225	2022-08-02T15:39:09.000Z	-95.472893	2892	895000	Single Family	27 Amerson Bay Way, The Woodlands, TX 77380		2560	TX	Active	2021	77380
506 Glenwood Ridge Dr	3	4	Spring	Montgomery County	2022-08-05T08:26:48.081Z	83	506 Glenwood Ridge Dr, Spring, TX 77386	506-Glenwood-Ridge-Dr,-Spring,-TX-77386	2022-10-24T14:32:10.395Z	30.134059	2022-08-02T20:19:05.000Z	-95.435843	6412	339000	Single Family	506 Glenwood Ridge Dr, Spring, TX 77386		2357	TX	Active	2010	77386
731 Wedgewood Park Ln	2	3	Conroe	Montgomery County	2022-08-05T08:26:48.071Z	83	731 Wedgewood Park Ln, Conroe, TX 77304	731-Wedgewood-Park-Ln,-Conroe,-TX-77304	2022-10-24T14:32:10.393Z	30.344701	2022-08-03T05:57:02.000Z	-95.528108	10647	386700	Single Family	731 Wedgewood Park Ln, Conroe, TX 77304		2032	TX	Active	2022	77304
40900 Country Frst			Magnolia	Montgomery County	2022-09-06T13:58:09.251Z	83	40900 Country Frst, Magnolia, TX 77354	40900-Country-Frst,-Magnolia,-TX-77354	2022-10-24T14:32:10.393Z	30.239587	2022-08-03T04:13:29.000Z	-95.639336	218671	237500	Land	40900 Country Frst, Magnolia, TX 77354			TX	Active		77354
14520 Cottontop Mtn	2	4	Magnolia	Montgomery County	2022-08-05T10:43:46.651Z	83	14520 Cottontop Mtn, Magnolia, TX 77354	14520-Cottontop-Mtn,-Magnolia,-TX-77354	2022-10-24T14:32:10.393Z	30.22964	2022-08-03T07:02:06.000Z	-95.70467		283990	Single Family	14520 Cottontop Mtn, Magnolia, TX 77354		1665	TX	Active		77354
16340 Sun View Ln	2	3	Conroe	Montgomery County	2022-08-05T08:26:48.073Z	83	16340 Sun View Ln, Conroe, TX 77302	16340-Sun-View-Ln,-Conroe,-TX-77302	2022-10-24T14:32:10.393Z	30.216472	2022-08-03T05:57:02.000Z	-95.334516	8272	233000	Single Family	16340 Sun View Ln, Conroe, TX 77302		1264	TX	Active	2003	77302
14508 Cottontop Mtn	2.5	4	Magnolia	Montgomery County	2022-08-05T08:26:48.098Z	83	14508 Cottontop Mtn, Magnolia, TX 77354	14508-Cottontop-Mtn,-Magnolia,-TX-77354	2022-10-24T14:32:10.392Z	30.22964	2022-08-03T07:02:06.000Z	-95.70467		345990	Single Family	14508 Cottontop Mtn, Magnolia, TX 77354		2561	TX	Active	2022	77354
13107 Royal Shores Dr	2	3	Conroe	Montgomery County	2022-08-05T08:26:48.075Z	83	13107 Royal Shores Dr, Conroe, TX 77303	13107-Royal-Shores-Dr,-Conroe,-TX-77303	2022-10-24T14:32:10.392Z	30.424072	2022-08-03T01:56:15.000Z	-95.413997	17598	275000	Single Family	13107 Royal Shores Dr, Conroe, TX 77303		1027	TX	Active	2023	77303
27025 Lavaca Trl	3.5	4	Magnolia	Montgomery County	2022-08-06T10:01:39.996Z	82	27025 Lavaca Trl, Magnolia, TX 77355	27025-Lavaca-Trl,-Magnolia,-TX-77355	2022-10-24T14:32:10.391Z	30.221926	2022-08-03T15:33:35.000Z	-95.801883	16219	340000	Single Family	27025 Lavaca Trl, Magnolia, TX 77355		2931	TX	Active	2015	77355
17530 Rosette Grass Dr	2	3	Conroe	Montgomery County	2022-08-13T12:52:05.043Z	83	17530 Rosette Grass Dr, Conroe, TX 77385	17530-Rosette-Grass-Dr,-Conroe,-TX-77385	2022-10-24T14:32:10.391Z	30.201627	2022-08-03T08:50:55.000Z	-95.428566		339680	Single Family	17530 Rosette Grass Dr, Conroe, TX 77385		1414	TX	Active		77385
29213 Village Oaks Ct			Magnolia	Montgomery County	2022-08-05T07:59:22.967Z	82	29213 Village Oaks Ct, Magnolia, TX 77355	29213-Village-Oaks-Ct,-Magnolia,-TX-77355	2022-10-24T14:32:10.390Z	30.177809	2022-08-03T18:24:57.000Z	-95.730842	43560	199000	Land	29213 Village Oaks Ct, Magnolia, TX 77355			TX	Active		77355
12764 Mustang Dr			Splendora	Montgomery County	2022-08-05T07:59:22.974Z	82	12764 Mustang Dr, Splendora, TX 77372	12764-Mustang-Dr,-Splendora,-TX-77372	2022-10-24T14:32:10.390Z	30.259608	2022-08-03T16:35:35.000Z	-95.166406	84071	99900	Land	12764 Mustang Dr, Splendora, TX 77372			TX	Active		77372
11840 Stidham Rd	2	3	Conroe	Montgomery County	2022-08-05T07:59:22.967Z	82	11840 Stidham Rd, Conroe, TX 77302	11840-Stidham-Rd,-Conroe,-TX-77302	2022-10-24T14:32:10.390Z	30.247598	2022-08-03T18:18:19.000Z	-95.396747	576255	889900	Single Family	11840 Stidham Rd, Conroe, TX 77302		2224	TX	Active	2013	77302
29213 Village Oaks Ct			Magnolia	Montgomery County	2022-08-05T07:59:22.967Z	82	29213 Village Oaks Ct, Magnolia, TX 77355	29213-Village-Oaks-Ct,-Magnolia,-TX-77355	2022-10-24T14:32:10.390Z	30.177809	2022-08-03T18:24:57.000Z	-95.730842	43560	199000	Land	29213 Village Oaks Ct, Magnolia, TX 77355			TX	Active		77355
119 Lukewood Cir	2	3	Conroe	Montgomery County	2022-09-06T13:58:09.248Z	82	119 Lukewood Cir, Conroe, TX 77318	119-Lukewood-Cir,-Conroe,-TX-77318	2022-10-24T14:32:10.390Z	30.403897	2022-08-03T15:47:29.000Z	-95.511955	5431	362890	Single Family	119 Lukewood Cir, Conroe, TX 77318		1702	TX	Active	2022	77318
111 Lukewood Cir	3.5	4	Conroe	Montgomery County	2022-09-06T13:58:09.244Z	82	111 Lukewood Cir, Conroe, TX 77318	111-Lukewood-Cir,-Conroe,-TX-77318	2022-10-24T14:32:10.389Z	30.403887	2022-08-03T16:26:24.000Z	-95.511934	4680	461690	Single Family	111 Lukewood Cir, Conroe, TX 77318		2432	TX	Active	2022	77318
131 Lukewood Cir	2	3	Conroe	Montgomery County	2022-09-06T13:58:09.246Z	82	131 Lukewood Cir, Conroe, TX 77318	131-Lukewood-Cir,-Conroe,-TX-77318	2022-10-24T14:32:10.389Z	30.403897	2022-08-03T15:37:46.000Z	-95.511955	6073	357265	Single Family	131 Lukewood Cir, Conroe, TX 77318		1702	TX	Active	2022	77318
29223 Village Oaks Ct			Magnolia	Montgomery County	2022-08-05T07:59:22.967Z	82	29223 Village Oaks Ct, Magnolia, TX 77355	29223-Village-Oaks-Ct,-Magnolia,-TX-77355	2022-10-24T14:32:10.389Z	30.178034	2022-08-03T18:18:19.000Z	-95.731239	48121	199000	Land	29223 Village Oaks Ct, Magnolia, TX 77355			TX	Active		77355
505 Tawny Leaf Ct	3.5	4	Montgomery	Montgomery County	2022-08-05T07:59:22.969Z	82	505 Tawny Leaf Ct, Montgomery, TX 77316	505-Tawny-Leaf-Ct,-Montgomery,-TX-77316	2022-10-24T14:32:10.389Z	30.27455	2022-08-03T17:49:10.000Z	-95.534875	13399	599936	Single Family	505 Tawny Leaf Ct, Montgomery, TX 77316		3307	TX	Active	2022	77316
115 Lukewood Cir	3	5	Conroe	Montgomery County	2022-09-06T13:58:09.243Z	82	115 Lukewood Cir, Conroe, TX 77318	115-Lukewood-Cir,-Conroe,-TX-77318	2022-10-24T14:32:10.389Z	30.404921	2022-08-03T16:32:33.000Z	-95.512291	4920	471515	Single Family	115 Lukewood Cir, Conroe, TX 77318		2425	TX	Active	2022	77318
2243 Stableridge Dr	2.5	3	Conroe	Montgomery County	2022-08-05T07:59:22.958Z	82	2243 Stableridge Dr, Conroe, TX 77384	2243-Stableridge-Dr,-Conroe,-TX-77384	2022-10-24T14:32:10.388Z	30.256242	2022-08-03T22:56:38.000Z	-95.493225	161608	565000	Single Family	2243 Stableridge Dr, Conroe, TX 77384		2829	TX	Active	1995	77384
16307 Fontana Ct	3	4	Conroe	Montgomery County	2022-09-06T13:55:17.248Z	82	16307 Fontana Ct, Conroe, TX 77302	16307-Fontana-Ct,-Conroe,-TX-77302	2022-10-24T14:32:10.388Z	30.215874	2022-08-03T23:09:09.000Z	-95.352802	5315	299990	Single Family	16307 Fontana Ct, Conroe, TX 77302		2331	TX	Active	2022	77302
535 Newcomb Hollow Dr	3	4	Conroe	Montgomery County	2022-07-27T15:53:41.935Z	82	535 Newcomb Hollow Dr, Conroe, TX 77304	535-Newcomb-Hollow-Dr,-Conroe,-TX-77304	2022-10-24T14:32:10.387Z	30.34939	2022-08-04T07:02:18.000Z	-95.534993		339135	Single Family	535 Newcomb Hollow Dr, Conroe, TX 77304		2038	TX	Active		77304
31814 Walnut Creek Rd	2	3	Magnolia	Montgomery County	2020-10-06T17:24:05.690Z	82	31814 Walnut Creek Rd, Magnolia, TX 77355	31814-Walnut-Creek-Rd,-Magnolia,-TX-77355	2022-10-24T14:32:10.387Z	30.121963	2022-08-04T04:13:16.000Z	-95.725894	649828	1500000	Single Family	31814 Walnut Creek Rd, Magnolia, TX 77355		2392	TX	Active	1978	77355
County Road 3705 / Border St			Splendora	Montgomery County	2022-09-03T13:19:05.703Z	82	County Road 3705 / Border St, Splendora, TX 77372	County-Road-3705---Border-St,-Splendora,-TX-77372	2022-10-24T14:32:10.387Z	30.251774	2022-08-03T20:08:27.000Z	-95.110016	23958	44900	Land	County Road 3705 / Border St, Splendora, TX 77372			TX	Active		77372
18693 Beeson Rd	2	4	Conroe	Montgomery County	2022-08-05T07:59:22.959Z	82	18693 Beeson Rd, Conroe, TX 77306	18693-Beeson-Rd,-Conroe,-TX-77306	2022-10-24T14:32:10.386Z	30.231993	2022-08-03T22:42:09.000Z	-95.283051	174240	315000	Single Family	18693 Beeson Rd, Conroe, TX 77306		1680	TX	Active	2005	77306
16315 Fontana Ct	2.5	4	Conroe	Montgomery County	2022-09-06T13:58:09.244Z	82	16315 Fontana Ct, Conroe, TX 77302	16315-Fontana-Ct,-Conroe,-TX-77302	2022-10-24T14:32:10.386Z	30.215874	2022-08-03T20:28:13.000Z	-95.352802	4800	274990	Single Family	16315 Fontana Ct, Conroe, TX 77302		1824	TX	Active	2022	77302
Magnolia Ln			New Caney	Montgomery County	2022-09-13T12:24:29.187Z	82	Magnolia Ln, New Caney, TX 77357	Magnolia-Ln,-New-Caney,-TX-77357	2022-10-24T14:32:10.386Z	30.186816	2022-08-03T20:09:49.000Z	-95.243279	62726	50000	Land	Magnolia Ln, New Caney, TX 77357			TX	Active		77357
432 Coppice Creek Ln	3	4	Montgomery	Montgomery County	2022-09-06T13:55:17.246Z	82	432 Coppice Creek Ln, Montgomery, TX 77316	432-Coppice-Creek-Ln,-Montgomery,-TX-77316	2022-10-24T14:32:10.385Z	30.292467	2022-08-04T10:30:25.000Z	-95.584164		510000	Single Family	432 Coppice Creek Ln, Montgomery, TX 77316		2280	TX	Active	2022	77316
11230 Forest Trails Dr	2.5	4	Willis	Montgomery County	2022-08-05T07:59:22.956Z	82	11230 Forest Trails Dr, Willis, TX 77318	11230-Forest-Trails-Dr,-Willis,-TX-77318	2022-10-24T14:32:10.385Z	30.404134	2022-08-04T00:23:17.000Z	-95.528444	410684	1800000	Single Family	11230 Forest Trails Dr, Willis, TX 77318		3006	TX	Active	1980	77318
2508 River Rdg	2	3	Conroe	Montgomery County	2022-08-05T07:59:22.953Z	82	2508 River Rdg, Conroe, TX 77385	2508-River-Rdg,-Conroe,-TX-77385	2022-10-24T14:32:10.385Z	30.215711	2022-08-04T03:53:13.000Z	-95.41699	12332	234500	Single Family	2508 River Rdg, Conroe, TX 77385		1858	TX	Active	1972	77385
17627 Harpers Way	3.5	4	Conroe	Montgomery County	2022-09-06T12:48:28.978Z	82	17627 Harpers Way, Conroe, TX 77385	17627-Harpers-Way,-Conroe,-TX-77385	2022-10-24T14:32:10.384Z	30.195131	2022-08-04T08:50:39.000Z	-95.439028		669255	Single Family	17627 Harpers Way, Conroe, TX 77385		3793	TX	Active	2023	77385
955 Youth Water Rd	3	4	Montgomery	Montgomery County	2022-08-05T11:34:44.622Z	82	955 Youth Water Rd, Montgomery, TX 77316	955-Youth-Water-Rd,-Montgomery,-TX-77316	2022-10-24T14:32:10.384Z	30.36495	2022-08-04T07:02:18.000Z	-95.6709		350390	Single Family	955 Youth Water Rd, Montgomery, TX 77316		2185	TX	Active		77316
17628 Harpers Way	3.5	4	Conroe	Montgomery County	2022-09-06T12:48:28.999Z	82	17628 Harpers Way, Conroe, TX 77385	17628-Harpers-Way,-Conroe,-TX-77385	2022-10-24T14:32:10.384Z	30.195052	2022-08-04T08:50:39.000Z	-95.43966		656370	Single Family	17628 Harpers Way, Conroe, TX 77385		3592	TX	Active	2022	77385
10015 Lavender Ln	2.5	4	Magnolia	Montgomery County	2022-08-05T12:47:02.066Z	82	10015 Lavender Ln, Magnolia, TX 77354	10015-Lavender-Ln,-Magnolia,-TX-77354	2022-10-24T14:32:10.384Z	30.15829	2022-08-04T07:02:18.000Z	-95.60928		320740	Single Family	10015 Lavender Ln, Magnolia, TX 77354		2182	TX	Active		77354
193 Crest Hill Dr			Conroe	Montgomery County	2022-08-05T07:59:22.952Z	82	193 Crest Hill Dr, Conroe, TX 77301	193-Crest-Hill-Dr,-Conroe,-TX-77301	2022-10-24T14:32:10.384Z	30.35737	2022-08-04T04:26:29.000Z	-95.466943	13199	65000	Land	193 Crest Hill Dr, Conroe, TX 77301			TX	Active		77301
3453 Acacia Grove Ln	2	3	Conroe	Montgomery County	2022-08-05T07:59:22.956Z	82	3453 Acacia Grove Ln, Conroe, TX 77385	3453-Acacia-Grove-Ln,-Conroe,-TX-77385	2022-10-24T14:32:10.383Z	30.151011	2022-08-04T12:15:23.000Z	-95.394259		389990	Single Family	3453 Acacia Grove Ln, Conroe, TX 77385		1909	TX	Active		77385
409 Coppice Creek Ln	2	3	Montgomery	Montgomery County	2022-09-06T13:55:17.246Z	82	409 Coppice Creek Ln, Montgomery, TX 77316	409-Coppice-Creek-Ln,-Montgomery,-TX-77316	2022-10-24T14:32:10.383Z	30.292674	2022-08-04T10:48:30.000Z	-95.58383		423000	Single Family	409 Coppice Creek Ln, Montgomery, TX 77316		1865	TX	Active	2022	77316
544 Newcomb Hollow Dr	2	3	Conroe	Montgomery County	2022-08-05T08:53:06.451Z	82	544 Newcomb Hollow Dr, Conroe, TX 77304	544-Newcomb-Hollow-Dr,-Conroe,-TX-77304	2022-10-24T14:32:10.382Z	30.349766	2022-08-04T07:02:18.000Z	-95.535495		327335	Single Family	544 Newcomb Hollow Dr, Conroe, TX 77304		1620	TX	Active		77304
17639 Harpers Way	3.5	4	Conroe	Montgomery County	2022-09-06T12:48:28.978Z	82	17639 Harpers Way, Conroe, TX 77385	17639-Harpers-Way,-Conroe,-TX-77385	2022-10-24T14:32:10.381Z	30.194986	2022-08-04T08:50:39.000Z	-95.438843		676975	Single Family	17639 Harpers Way, Conroe, TX 77385		3592	TX	Active	2023	77385
3438 Acacia Grove Ln	3	4	Conroe	Montgomery County	2022-08-05T11:57:30.115Z	82	3438 Acacia Grove Ln, Conroe, TX 77385	3438-Acacia-Grove-Ln,-Conroe,-TX-77385	2022-10-24T14:32:10.381Z	30.150834	2022-08-04T12:15:23.000Z	-95.394324		480400	Single Family	3438 Acacia Grove Ln, Conroe, TX 77385		2674	TX	Active		77385
351 Mallorn Ln	2.5	3	Montgomery	Montgomery County	2022-09-06T13:55:17.245Z	82	351 Mallorn Ln, Montgomery, TX 77316	351-Mallorn-Ln,-Montgomery,-TX-77316	2022-10-24T14:32:10.381Z	30.291825	2022-08-04T11:03:26.000Z	-95.583191		480000	Single Family	351 Mallorn Ln, Montgomery, TX 77316		2648	TX	Active	2022	77316
3457 Acacia Grove Ln	3	4	Conroe	Montgomery County	2022-08-05T08:26:48.098Z	82	3457 Acacia Grove Ln, Conroe, TX 77385	3457-Acacia-Grove-Ln,-Conroe,-TX-77385	2022-10-24T14:32:10.380Z	30.150788	2022-08-04T12:15:23.000Z	-95.394442		475990	Single Family	3457 Acacia Grove Ln, Conroe, TX 77385		2674	TX	Active		77385
356 Mallorn Ln	3.5	4	Montgomery	Montgomery County	2022-09-06T13:55:17.245Z	82	356 Mallorn Ln, Montgomery, TX 77316	356-Mallorn-Ln,-Montgomery,-TX-77316	2022-10-24T14:32:10.380Z	30.291769	2022-08-04T11:24:57.000Z	-95.583191		440000	Single Family	356 Mallorn Ln, Montgomery, TX 77316		2381	TX	Active	2022	77316
206 Abner Ln	2.5	4	Montgomery	Montgomery County	2022-02-12T13:46:42.387Z	81	206 Abner Ln, Montgomery, TX 77356	206-Abner-Ln,-Montgomery,-TX-77356	2022-10-24T14:32:10.379Z	30.394643	2022-08-04T17:09:45.000Z	-95.685903	13425	439000	Single Family	206 Abner Ln, Montgomery, TX 77356		2258	TX	Active	2022	77356
3429 Acacia Grove Ln	3	4	Conroe	Montgomery County	2022-06-17T16:11:20.772Z	82	3429 Acacia Grove Ln, Conroe, TX 77385	3429-Acacia-Grove-Ln,-Conroe,-TX-77385	2022-10-24T14:32:10.379Z	30.150714	2022-08-04T12:15:23.000Z	-95.393723		419990	Single Family	3429 Acacia Grove Ln, Conroe, TX 77385		2182	TX	Active		77385
3442 Acacia Grove Ln	2.5	4	Conroe	Montgomery County	2022-07-01T22:29:49.473Z	82	3442 Acacia Grove Ln, Conroe, TX 77385	3442-Acacia-Grove-Ln,-Conroe,-TX-77385	2022-10-24T14:32:10.379Z	30.150788	2022-08-04T12:15:23.000Z	-95.394442		469990	Single Family	3442 Acacia Grove Ln, Conroe, TX 77385		2711	TX	Active		77385
24722 Cunningham Dr			Porter	Montgomery County	2022-05-26T12:16:31.847Z	81	24722 Cunningham Dr, Porter, TX 77365	24722-Cunningham-Dr,-Porter,-TX-77365	2022-10-24T14:32:10.378Z	30.087975	2022-08-04T16:32:24.000Z	-95.228139	100188	229990	Land	24722 Cunningham Dr, Porter, TX 77365			TX	Active		77365
10519 Bilsing Cv	2	3	Montgomery	Montgomery County	2022-08-05T05:41:43.710Z	81	10519 Bilsing Cv, Montgomery, TX 77356	10519-Bilsing-Cv,-Montgomery,-TX-77356	2022-10-24T14:32:10.378Z	30.383903	2022-08-04T18:40:24.000Z	-95.63837	6917	289000	Single Family	10519 Bilsing Cv, Montgomery, TX 77356		1672	TX	Active	2005	77356
16779 Fallen Timbers Dr	2	3	Conroe	Montgomery County	2022-08-24T13:04:07.409Z	82	16779 Fallen Timbers Dr, Conroe, TX 77385	16779-Fallen-Timbers-Dr,-Conroe,-TX-77385	2022-10-24T14:32:10.378Z	30.219078	2022-08-04T13:56:49.000Z	-95.426509	6599	238000	Single Family	16779 Fallen Timbers Dr, Conroe, TX 77385		1448	TX	Active	2006	77385
167 Abner Ln	2.5	4	Montgomery	Montgomery County	2022-02-12T13:47:03.838Z	81	167 Abner Ln, Montgomery, TX 77356	167-Abner-Ln,-Montgomery,-TX-77356	2022-10-24T14:32:10.377Z	30.395383	2022-08-04T18:23:03.000Z	-95.688307	12197	449000	Single Family	167 Abner Ln, Montgomery, TX 77356		2258	TX	Active	2022	77356
19098 Fm 2090 Rd			Conroe	Montgomery County	2022-01-03T13:53:45.311Z	81	19098 Fm 2090 Rd, Conroe, TX 77306	19098-Fm-2090-Rd,-Conroe,-TX-77306	2022-10-24T14:32:10.377Z	30.255691	2022-08-04T20:02:32.000Z	-95.276579	104544	399999	Land	19098 FM 2090 Rd, Conroe, TX 77306			TX	Active		77306
21459 Llano Grande Blvd	2	3	Porter	Montgomery County	2022-09-03T13:19:05.687Z	81	21459 Llano Grande Blvd, Porter, TX 77365	21459-Llano-Grande-Blvd,-Porter,-TX-77365	2022-10-24T14:32:10.377Z	30.135464	2022-08-04T19:12:12.000Z	-95.320347		336990	Townhouse	21459 Llano Grande Blvd, Porter, TX 77365		1604	TX	Active	2023	77365
27120 Madeline Lake Cir	3.5	4	Magnolia	Montgomery County	2022-08-05T05:41:43.720Z	81	27120 Madeline Lake Cir, Magnolia, TX 77354	27120-Madeline-Lake-Cir,-Magnolia,-TX-77354	2022-10-24T14:32:10.377Z	30.154921	2022-08-04T15:19:48.000Z	-95.583742	10877	565000	Single Family	27120 Madeline Lake Cir, Magnolia, TX 77354		3619	TX	Active	2019	77354
174 Abner Ln	2	3	Montgomery	Montgomery County	2022-08-05T05:41:43.714Z	81	174 Abner Ln, Montgomery, TX 77356	174-Abner-Ln,-Montgomery,-TX-77356	2022-10-24T14:32:10.377Z	30.394485	2022-08-04T17:31:22.000Z	-95.688193	15037	459000	Single Family	174 Abner Ln, Montgomery, TX 77356		2495	TX	Active	2022	77356
207 Abner Ln	3	4	Montgomery	Montgomery County	2022-02-12T13:50:21.451Z	81	207 Abner Ln, Montgomery, TX 77356	207-Abner-Ln,-Montgomery,-TX-77356	2022-10-24T14:32:10.376Z	30.395105	2022-08-04T19:19:54.000Z	-95.686361	12406	509000	Single Family	207 Abner Ln, Montgomery, TX 77356		2686	TX	Active	2022	77356
12100 Melville Dr	2	2	Montgomery	Montgomery County	2021-01-15T08:40:51.198Z	81	12100 Melville Dr, Unit 410D, Montgomery, TX 77356	12100-Melville-Dr,-Unit-410D,-Montgomery,-TX-77356	2022-10-24T14:32:10.376Z	30.400783	2022-08-04T19:58:13.000Z	-95.607309		165000	Condo	12100 Melville Dr Unit 410D, Montgomery, TX 77356		964	TX	Active	1979	77356
19482 Nasas Dr	3	4	Porter	Montgomery County	2022-08-05T05:41:43.700Z	81	19482 Nasas Dr, Porter, TX 77365	19482-Nasas-Dr,-Porter,-TX-77365	2022-10-24T14:32:10.376Z	30.126537	2022-08-04T19:54:47.000Z	-95.290472	43560	702905	Single Family	19482 Nasas Dr, Porter, TX 77365		2869	TX	Active	2022	77365
46 S Windsail Pl	6.5	5	The Woodlands	Montgomery County	2022-08-05T05:41:43.713Z	81	46 S Windsail Pl, The Woodlands, TX 77381	46-S-Windsail-Pl,-The-Woodlands,-TX-77381	2022-10-24T14:32:10.376Z	30.161685	2022-08-04T17:36:40.000Z	-95.482646	53936	4000000	Single Family	46 S Windsail Pl, The Woodlands, TX 77381		9431	TX	Active	1997	77381
27910 Augusta View Dr	2	3	Spring	Montgomery County	2022-08-05T05:41:43.709Z	81	27910 Augusta View Dr, Spring, TX 77386	27910-Augusta-View-Dr,-Spring,-TX-77386	2022-10-24T14:32:10.375Z	30.082713	2022-08-04T18:45:48.000Z	-95.363635	5715	320000	Single Family	27910 Augusta View Dr, Spring, TX 77386		1876	TX	Active	2018	77386
21407 Llano Grande Blvd	2	2	Porter	Montgomery County	2022-09-03T13:19:05.687Z	81	21407 Llano Grande Blvd, Porter, TX 77365	21407-Llano-Grande-Blvd,-Porter,-TX-77365	2022-10-24T14:32:10.375Z	30.135464	2022-08-04T19:19:54.000Z	-95.320347		331990	Townhouse	21407 Llano Grande Blvd, Porter, TX 77365		1621	TX	Active	2023	77365
10820 Sail View Dr	2.5	3	Montgomery	Montgomery County	2022-08-05T05:41:43.699Z	81	10820 Sail View Dr, Montgomery, TX 77356	10820-Sail-View-Dr,-Montgomery,-TX-77356	2022-10-24T14:32:10.374Z	30.384775	2022-08-04T20:52:10.000Z	-95.644712	7144	349000	Single Family	10820 Sail View Dr, Montgomery, TX 77356		2052	TX	Active	2022	77356
10820 Sail View Dr	2.5	3	Montgomery	Montgomery County	2022-08-05T05:41:43.699Z	81	10820 Sail View Dr, Montgomery, TX 77356	10820-Sail-View-Dr,-Montgomery,-TX-77356	2022-10-24T14:32:10.374Z	30.384775	2022-08-04T20:52:10.000Z	-95.644712	7144	349000	Single Family	10820 Sail View Dr, Montgomery, TX 77356		2052	TX	Active	2022	77356
46 S Chandler Creek Cir	3.5	4	The Woodlands	Montgomery County	2022-08-05T05:41:43.703Z	81	46 S Chandler Creek Cir, The Woodlands, TX 77381	46-S-Chandler-Creek-Cir,-The-Woodlands,-TX-77381	2022-10-24T14:32:10.374Z	30.174922	2022-08-04T19:58:13.000Z	-95.533114	10607	749900	Single Family	46 S Chandler Creek Cir, The Woodlands, TX 77381		3727	TX	Active	1998	77381
2238 Woodland River Ln	3.5	5	Conroe	Montgomery County	2022-09-06T13:55:17.229Z	81	2238 Woodland River Ln, Conroe, TX 77384	2238-Woodland-River-Ln,-Conroe,-TX-77384	2022-10-24T14:32:10.374Z	30.228668	2022-08-04T20:26:45.000Z	-95.479946		516270	Single Family	2238 Woodland River Ln, Conroe, TX 77384		2636	TX	Active	2022	77384
1047 Lake View Dr	2.5	4	Montgomery	Montgomery County	2022-08-05T05:41:43.688Z	81	1047 Lake View Dr, Montgomery, TX 77356	1047-Lake-View-Dr,-Montgomery,-TX-77356	2022-10-24T14:32:10.373Z	30.387343	2022-08-04T21:57:01.000Z	-95.644187	12075	439000	Single Family	1047 Lake View Dr, Montgomery, TX 77356		2258	TX	Active	2022	77356
Tract 1 Bobville Rd	1		Montgomery	Montgomery County	2022-08-05T05:41:43.684Z	81	Tract 1 Bobville Rd, Montgomery, TX 77316	Tract-1-Bobville-Rd,-Montgomery,-TX-77316	2022-10-24T14:32:10.373Z	30.346584	2022-08-04T23:24:05.000Z	-95.782681	235224	300000	Single Family	Tract 1 Bobville Rd, Montgomery, TX 77316			TX	Active	1985	77316
610 Lake View Dr	2.5	4	Montgomery	Montgomery County	2022-08-05T05:41:43.689Z	81	610 Lake View Dr, Montgomery, TX 77356	610-Lake-View-Dr,-Montgomery,-TX-77356	2022-10-24T14:32:10.373Z	30.383564	2022-08-04T21:21:22.000Z	-95.639378	6987	344000	Single Family	610 Lake View Dr, Montgomery, TX 77356		1884	TX	Active	2022	77356
3342 Torrey Pines Dr	3	3	Montgomery	Montgomery County	2022-08-05T05:41:43.683Z	81	3342 Torrey Pines Dr, Montgomery, TX 77356	3342-Torrey-Pines-Dr,-Montgomery,-TX-77356	2022-10-24T14:32:10.373Z	30.39471	2022-08-04T23:35:52.000Z	-95.628443	5602	409000	Single Family	3342 Torrey Pines Dr, Montgomery, TX 77356		2215	TX	Active	2022	77356
153 Wick Willow Dr			Montgomery	Montgomery County	2022-08-05T05:41:43.699Z	81	153 Wick Willow Dr, Montgomery, TX 77356	153-Wick-Willow-Dr,-Montgomery,-TX-77356	2022-10-24T14:32:10.373Z	30.425978	2022-08-04T20:57:15.000Z	-95.631125	7253	133000	Land	153 Wick Willow Dr, Montgomery, TX 77356			TX	Active		77356
13819 Fountainview Dr	2.5	4	Montgomery	Montgomery County	2022-08-05T05:41:43.689Z	81	13819 Fountainview Dr, Montgomery, TX 77356	13819-Fountainview-Dr,-Montgomery,-TX-77356	2022-10-24T14:32:10.372Z	30.401365	2022-08-04T21:36:02.000Z	-95.634714	6599	419000	Single Family	13819 Fountainview Dr, Montgomery, TX 77356		2258	TX	Active	2022	77356
3307 Hamilton Cir			Conroe	Montgomery County	2022-08-05T05:41:43.685Z	81	3307 Hamilton Cir, Conroe, TX 77304	3307-Hamilton-Cir,-Conroe,-TX-77304	2022-10-24T14:32:10.372Z	30.300702	2022-08-04T23:03:12.000Z	-95.506586	37897	89000	Land	3307 Hamilton Cir, Conroe, TX 77304			TX	Active		77304
2658 Tacoma Springs Dr	4.5	5	Conroe	Montgomery County	2021-11-18T15:17:35.247Z	81	2658 Tacoma Springs Dr, Conroe, TX 77304	2658-Tacoma-Springs-Dr,-Conroe,-TX-77304	2022-10-24T14:32:10.372Z	30.340798	2022-08-04T22:50:39.000Z	-95.48499	7627	525000	Single Family	2658 Tacoma Springs Dr, Conroe, TX 77304		3399	TX	Active	2014	77304
