addressLine1	bathrooms	bedrooms	city	county	createdDate	daysOnMarket	formattedAddress	id	lastSeen	latitude	listedDate	longitude	lotSize	price	propertyType	rawAddress	removedDate	squareFootage	state	status	yearBuilt	zipCode
1203 Crocker St	3.5	4	Houston	Harris County	2022-10-15T14:53:44.707Z	87	1203 Crocker St, Unit B, Houston, TX 77019	1203-Crocker-St,-Unit-B,-Houston,-TX-77019	2022-10-23T14:56:00.558Z	29.755979	2022-07-28T16:36:27.000Z	-95.389502	2500	699000	Single Family	1203 Crocker St Unit B, Houston, TX 77019		3085	TX	Active	2022	77019
428 Wilcrest Dr	2.5	2	Houston	Harris County	2022-08-05T14:29:42.868Z	87	428 Wilcrest Dr, Houston, TX 77042	428-Wilcrest-Dr,-Houston,-TX-77042	2022-10-23T14:56:00.552Z	29.758377	2022-07-28T16:15:15.000Z	-95.578718	708103	209000	Townhouse	428 Wilcrest Dr, Houston, TX 77042		1740	TX	Active	1983	77042
10426 Iris Lake Ct	2	3	Houston	Harris County	2022-08-05T14:27:45.356Z	87	10426 Iris Lake Ct, Houston, TX 77070	10426-Iris-Lake-Ct,-Houston,-TX-77070	2022-10-23T14:56:00.551Z	29.963291	2022-07-28T19:14:26.000Z	-95.573842	5502	290000	Single Family	10426 Iris Lake Ct, Houston, TX 77070		1975	TX	Active	2006	77070
2514 Avalon Pl	6	5	Houston	Harris County	2022-08-05T14:29:42.861Z	87	2514 Avalon Pl, Houston, TX 77019	2514-Avalon-Pl,-Houston,-TX-77019	2022-10-23T14:56:00.551Z	29.746663	2022-07-28T16:50:36.000Z	-95.417452	7780	2995000	Single Family	2514 Avalon Pl, Houston, TX 77019		7051	TX	Active	2020	77019
840 Threadneedle St	2.5	4	Houston	Harris County	2022-07-28T17:00:33.324Z	87	840 Threadneedle St, Apt 208, Houston, TX 77079	840-Threadneedle-St,-Apt-208,-Houston,-TX-77079	2022-10-23T14:56:00.550Z	29.780141	2022-07-28T16:41:10.000Z	-95.611855	150124	270000	Townhouse	840 Threadneedle St Apt 208, Houston, TX 77079		2144	TX	Active	1970	77079
217 Birdsall St	3.5	3	Houston	Harris County	2022-08-05T14:29:42.848Z	87	217 Birdsall St, Unit A, Houston, TX 77007	217-Birdsall-St,-Unit-A,-Houston,-TX-77007	2022-10-23T14:56:00.550Z	29.763536	2022-07-28T18:12:04.000Z	-95.420501	1464	440000	Single Family	217 Birdsall St Unit A, Houston, TX 77007		2056	TX	Active	2005	77007
6955 Turtlewood Dr	1	1	Houston	Harris County	2022-08-05T14:29:42.852Z	87	6955 Turtlewood Dr, Unit 605, Houston, TX 77072	6955-Turtlewood-Dr,-Unit-605,-Houston,-TX-77072	2022-10-23T14:56:00.550Z	29.701013	2022-07-28T17:41:16.000Z	-95.566803	56869	351750	Condo	6955 Turtlewood Dr Unit 605, Houston, TX 77072		674	TX	Active	2019	77072
4841 Wilmington St	3	3	Houston	Harris County	2022-08-05T14:29:42.856Z	87	4841 Wilmington St, Houston, TX 77033	4841-Wilmington-St,-Houston,-TX-77033	2022-10-23T14:56:00.550Z	29.656276	2022-07-28T17:18:05.000Z	-95.350369	12001	410000	Single Family	4841 Wilmington St, Houston, TX 77033		3361	TX	Active	2014	77033
12418 Lightcliffe Dr	2.5	4	Houston	Harris County	2022-07-28T17:36:26.547Z	87	12418 Lightcliffe Dr, Houston, TX 77031	12418-Lightcliffe-Dr,-Houston,-TX-77031	2022-10-23T14:56:00.549Z	29.647427	2022-07-28T17:05:35.000Z	-95.53752	10062	299990	Single Family	12418 Lightcliffe Dr, Houston, TX 77031		2537	TX	Active	1976	77031
2416 Gray St	2.5	3	Houston	Harris County	2022-08-05T14:27:45.346Z	87	2416 Gray St, Houston, TX 77003	2416-Gray-St,-Houston,-TX-77003	2022-10-23T14:56:00.548Z	29.740984	2022-07-28T19:37:56.000Z	-95.358925		429000	Single Family	2416 Gray St, Houston, TX 77003		1528	TX	Active	2022	77003
12806 Discipline Ave	2	3	Houston	Harris County	2022-08-05T14:27:45.365Z	87	12806 Discipline Ave, Houston, TX 77014	12806-Discipline-Ave,-Houston,-TX-77014	2022-10-23T14:56:00.548Z	29.972693	2022-07-28T19:14:26.000Z	-95.473359	2679	118900	Single Family	12806 Discipline Ave, Houston, TX 77014		1170	TX	Active	2005	77014
1825 Maryland St	3.5	4	Houston	Harris County	2021-11-03T16:07:09.033Z	87	1825 Maryland St, Houston, TX 77006	1825-Maryland-St,-Houston,-TX-77006	2022-10-23T14:56:00.547Z	29.745638	2022-07-28T20:21:39.000Z	-95.401225	5401	1325000	Single Family	1825 Maryland St, Houston, TX 77006		2911	TX	Active	2022	77006
12918 Regal Oaks Bend Ln	2	3	Houston	Harris County	2022-03-24T14:54:35.240Z	87	12918 Regal Oaks Bend Ln, Houston, TX 77047	12918-Regal-Oaks-Bend-Ln,-Houston,-TX-77047	2022-10-23T14:56:00.547Z	29.619186	2022-07-28T21:06:10.000Z	-95.411661	4600	249000	Single Family	12918 Regal Oaks Bend Ln, Houston, TX 77047		1632	TX	Active	2007	77047
Junior St			Houston	Harris County	2022-09-05T14:21:16.631Z	87	Junior St, Houston, TX 77012	Junior-St,-Houston,-TX-77012	2022-10-23T14:56:00.547Z	29.7099	2022-07-28T21:32:53.000Z	-95.282206	5500	99000	Land	Junior St, Houston, TX 77012			TX	Active		77012
1936 Dolly Wright St	3.5	8	Houston	Harris County	2022-08-05T14:27:45.295Z	87	1936 Dolly Wright St, Houston, TX 77088	1936-Dolly-Wright-St,-Houston,-TX-77088	2022-10-23T14:56:00.546Z	29.868078	2022-07-28T21:26:28.000Z	-95.44049	52703	600000	Single Family	1936 Dolly Wright St, Houston, TX 77088		6204	TX	Active	1977	77088
606 E 43rd St			Houston	Harris County	2022-08-05T14:27:45.355Z	87	606 E 43rd St, Houston, TX 77022	606-E-43rd-St,-Houston,-TX-77022	2022-10-23T14:56:00.546Z	29.824732	2022-07-28T19:30:02.000Z	-95.391576	3101	99500	Land	606 E 43rd St, Houston, TX 77022			TX	Active		77022
7827 Leonora St	1.5	2	Houston	Harris County	2022-08-05T14:27:36.597Z	87	7827 Leonora St, Houston, TX 77061	7827-Leonora-St,-Houston,-TX-77061	2022-10-23T14:56:00.545Z	29.676893	2022-07-28T21:54:22.000Z	-95.287497	826	115000	Townhouse	7827 Leonora St, Houston, TX 77061		1122	TX	Active	1972	77061
2534 Splintwood Ct	4	5	Houston	Harris County	2022-08-05T14:27:45.301Z	87	2534 Splintwood Ct, Houston, TX 77345	2534-Splintwood-Ct,-Houston,-TX-77345	2022-10-23T14:56:00.545Z	30.07213	2022-07-28T21:13:31.000Z	-95.165061	8398	580000	Single Family	2534 Splintwood Ct, Houston, TX 77345		4528	TX	Active	2007	77345
855 Gateside Dr	2	4	Houston	Harris County	2022-08-05T14:27:45.345Z	87	855 Gateside Dr, Houston, TX 77032	855-Gateside-Dr,-Houston,-TX-77032	2022-10-23T14:56:00.545Z	29.948588	2022-07-28T19:42:18.000Z	-95.379676	11779	169888	Single Family	855 Gateside Dr, Houston, TX 77032		1760	TX	Active	1999	77032
5 Fairway Estates Dr			Houston	Harris County	2022-08-05T14:27:36.586Z	87	5 Fairway Estates Dr, Houston, TX 77068	5-Fairway-Estates-Dr,-Houston,-TX-77068	2022-10-23T14:56:00.544Z	30.014267	2022-07-28T23:44:52.000Z	-95.482813	37976	289999	Land	5 Fairway Estates Dr, Houston, TX 77068			TX	Active		77068
4250 Heritagestone Dr	2.5	4	Houston	Harris County	2022-08-05T14:27:45.327Z	87	4250 Heritagestone Dr, Houston, TX 77066	4250-Heritagestone-Dr,-Houston,-TX-77066	2022-10-23T14:56:00.544Z	29.969714	2022-07-28T20:42:33.000Z	-95.493974	4177	243000	Single Family	4250 Heritagestone Dr, Houston, TX 77066		1720	TX	Active	2007	77066
14206 Quiet Bluff Ln	3.5	3	Houston	Harris County	2022-08-05T14:27:36.575Z	87	14206 Quiet Bluff Ln, Houston, TX 77077	14206-Quiet-Bluff-Ln,-Houston,-TX-77077	2022-10-23T14:56:00.543Z	29.747676	2022-07-29T02:27:16.000Z	-95.636809	8542	690000	Single Family	14206 Quiet Bluff Ln, Houston, TX 77077		3274	TX	Active	2004	77077
1111 Caroline St	2	1	Houston	Harris County	2022-08-05T14:27:36.594Z	87	1111 Caroline St, Apt 2703, Houston, TX 77010	1111-Caroline-St,-Apt-2703,-Houston,-TX-77010	2022-10-23T14:56:00.543Z	29.754011	2022-07-28T22:04:57.000Z	-95.362798		624900	Condo	1111 Caroline St Apt 2703, Houston, TX 77010		1305	TX	Active	1982	77010
5803 Southminster Dr	2	3	Houston	Harris County	2022-08-05T14:27:36.581Z	87	5803 Southminster Dr, Houston, TX 77035	5803-Southminster-Dr,-Houston,-TX-77035	2022-10-23T14:56:00.542Z	29.639522	2022-07-29T00:41:59.000Z	-95.488925	8041	269900	Single Family	5803 Southminster Dr, Houston, TX 77035		1814	TX	Active	1962	77035
13923 Falling Tree Ct	3.5	4	Houston	Harris County	2022-08-05T14:27:36.592Z	87	13923 Falling Tree Ct, Houston, TX 77015	13923-Falling-Tree-Ct,-Houston,-TX-77015	2022-10-23T14:56:00.542Z	29.801863	2022-07-28T22:20:40.000Z	-95.174281	11037	399900	Single Family	13923 Falling Tree Ct, Houston, TX 77015		2908	TX	Active	1998	77015
2206 De Milo Dr	2	3	Houston	Harris County	2022-08-05T14:27:36.593Z	87	2206 De Milo Dr, Houston, TX 77018	2206-De-Milo-Dr,-Houston,-TX-77018	2022-10-23T14:56:00.542Z	29.83479	2022-07-28T22:08:57.000Z	-95.451633	8999	484900	Single Family	2206 DE Milo Dr, Houston, TX 77018		1558	TX	Active	1955	77018
7110 Winkleman Rd	2	3	Houston	Harris County	2022-08-05T14:27:36.577Z	87	7110 Winkleman Rd, Houston, TX 77083	7110-Winkleman-Rd,-Houston,-TX-77083	2022-10-23T14:56:00.541Z	29.699372	2022-07-29T02:04:43.000Z	-95.652592	5550	249900	Single Family	7110 Winkleman Rd, Houston, TX 77083		1895	TX	Active	1977	77083
4513 Reed Rd			Houston	Harris County	2022-08-05T14:27:36.578Z	87	4513 Reed Rd, Houston, TX 77051	4513-Reed-Rd,-Houston,-TX-77051	2022-10-23T14:56:00.541Z	29.658609	2022-07-29T01:56:44.000Z	-95.359756	5049	105900	Land	4513 Reed Rd, Houston, TX 77051			TX	Active		77051
5727 Cerritos Dr	2	3	Houston	Harris County	2022-08-05T14:00:17.440Z	87	5727 Cerritos Dr, Houston, TX 77035	5727-Cerritos-Dr,-Houston,-TX-77035	2022-10-23T14:56:00.540Z	29.650931	2022-07-29T05:29:33.000Z	-95.488234	8520	313000	Single Family	5727 Cerritos Dr, Houston, TX 77035		2020	TX	Active	1960	77035
8715 Valley Meadow Dr	2	3	Houston	Harris County	2022-08-05T14:27:36.577Z	87	8715 Valley Meadow Dr, Houston, TX 77078	8715-Valley-Meadow-Dr,-Houston,-TX-77078	2022-10-23T14:56:00.537Z	29.849876	2022-07-29T02:53:13.000Z	-95.233916	5502	215000	Single Family	8715 Valley Meadow Dr, Houston, TX 77078		1314	TX	Active	1983	77078
9832 Rugged Oaks Dr	2.5	3	Houston	Harris County	2022-08-05T15:47:55.818Z	87	9832 Rugged Oaks Dr, Houston, TX 77080	9832-Rugged-Oaks-Dr,-Houston,-TX-77080	2022-10-23T14:56:00.537Z	29.827636	2022-07-29T08:51:20.000Z	-95.541277		368640	Single Family	9832 Rugged Oaks Dr, Houston, TX 77080		1650	TX	Active		77080
11711 Memorial Dr	2.5	2	Houston	Harris County	2022-08-05T14:00:17.441Z	87	11711 Memorial Dr, Apt 695, Houston, TX 77024	11711-Memorial-Dr,-Apt-695,-Houston,-TX-77024	2022-10-23T14:56:00.536Z	29.752986	2022-07-29T05:29:33.000Z	-95.526995	350969	239000	Condo	11711 Memorial Dr Apt 695, Houston, TX 77024		1440	TX	Active	1977	77024
9812 Rugged Oaks Dr	2.5	3	Houston	Harris County	2022-08-05T16:19:27.913Z	87	9812 Rugged Oaks Dr, Houston, TX 77080	9812-Rugged-Oaks-Dr,-Houston,-TX-77080	2022-10-23T14:56:00.536Z	29.827636	2022-07-29T08:51:20.000Z	-95.541277		376540	Single Family	9812 Rugged Oaks Dr, Houston, TX 77080		1650	TX	Active		77080
6955 Turtlewood Dr	1	1	Houston	Harris County	2022-08-05T14:00:17.419Z	87	6955 Turtlewood Dr, Unit 520, Houston, TX 77072	6955-Turtlewood-Dr,-Unit-520,-Houston,-TX-77072	2022-10-23T14:56:00.535Z	29.701013	2022-07-29T14:06:52.000Z	-95.566803	56869	252000	Condo	6955 Turtlewood Dr Unit 520, Houston, TX 77072		640	TX	Active	2019	77072
705 Main St	1	1	Houston	Harris County	2022-08-05T14:00:17.418Z	87	705 Main St, Unit 409, Houston, TX 77002	705-Main-St,-Unit-409,-Houston,-TX-77002	2022-10-23T14:56:00.534Z	29.758713	2022-07-29T14:06:52.000Z	-95.362868		229900	Condo	705 Main St Unit 409, Houston, TX 77002		851	TX	Active	1921	77002
6206 Sugar Hill Dr	2.5	4	Houston	Harris County	2022-08-05T14:00:17.422Z	87	6206 Sugar Hill Dr, Houston, TX 77057	6206-Sugar-Hill-Dr,-Houston,-TX-77057	2022-10-23T14:56:00.534Z	29.755679	2022-07-29T13:51:14.000Z	-95.493013	10850	1360000	Single Family	6206 Sugar Hill Dr, Houston, TX 77057		2684	TX	Active	1958	77057
4605 Nett St	3.5	3	Houston	Harris County	2022-08-05T14:00:17.424Z	87	4605 Nett St, Houston, TX 77007	4605-Nett-St,-Houston,-TX-77007	2022-10-23T14:56:00.534Z	29.771812	2022-07-29T13:12:44.000Z	-95.407557	1590	565000	Single Family	4605 Nett St, Houston, TX 77007		2380	TX	Active	2019	77007
9823 Resting Ridge Ln	2.5	3	Houston	Harris County	2022-08-05T14:57:23.283Z	87	9823 Resting Ridge Ln, Houston, TX 77080	9823-Resting-Ridge-Ln,-Houston,-TX-77080	2022-10-23T14:56:00.534Z	29.827636	2022-07-29T08:51:20.000Z	-95.541277		382840	Single Family	9823 Resting Ridge Ln, Houston, TX 77080		1650	TX	Active		77080
9831 Heritage Run Ln	2.5	3	Houston	Harris County	2022-08-05T16:46:59.451Z	87	9831 Heritage Run Ln, Houston, TX 77080	9831-Heritage-Run-Ln,-Houston,-TX-77080	2022-10-23T14:56:00.534Z	29.827636	2022-07-29T08:51:20.000Z	-95.541277		399135	Single Family	9831 Heritage Run Ln, Houston, TX 77080		1771	TX	Active		77080
5656 San Felipe St	2	2	Houston	Harris County	2022-08-05T14:00:11.353Z	86	5656 San Felipe St, Unit 1303, Houston, TX 77056	5656-San-Felipe-St,-Unit-1303,-Houston,-TX-77056	2022-10-23T14:56:00.533Z	29.750515	2022-07-29T15:21:30.000Z	-95.476477		1495000	Condo	5656 San Felipe St Unit 1303, Houston, TX 77056		1517	TX	Active	2023	77056
5656 San Felipe St	3	2	Houston	Harris County	2022-08-05T14:00:11.354Z	86	5656 San Felipe St, Unit 803, Houston, TX 77056	5656-San-Felipe-St,-Unit-803,-Houston,-TX-77056	2022-10-23T14:56:00.533Z	29.750515	2022-07-29T15:21:30.000Z	-95.476477		1715000	Condo	5656 San Felipe St Unit 803, Houston, TX 77056		2030	TX	Active	2023	77056
909 W 35th St	3.5	4	Houston	Harris County	2022-09-05T14:17:41.594Z	87	909 W 35th St, Unit B, Houston, TX 77018	909-W-35th-St,-Unit-B,-Houston,-TX-77018	2022-10-23T14:56:00.533Z	29.819849	2022-07-29T14:21:53.000Z	-95.420732		575000	Single Family	909 W 35th St Unit B, Houston, TX 77018		2706	TX	Active	2022	77018
204 Marshall St	2.5	2	Houston	Harris County	2022-08-05T14:00:11.346Z	86	204 Marshall St, Unit 4, Houston, TX 77006	204-Marshall-St,-Unit-4,-Houston,-TX-77006	2022-10-23T14:56:00.532Z	29.739403	2022-07-29T16:13:00.000Z	-95.385276	1095	375000	Townhouse	204 Marshall St Unit 4, Houston, TX 77006		1741	TX	Active	1984	77006
2903 Prairie Hill Ct	2.5	4	Houston	Harris County	2022-08-05T14:00:11.353Z	86	2903 Prairie Hill Ct, Houston, TX 77059	2903-Prairie-Hill-Ct,-Houston,-TX-77059	2022-10-23T14:56:00.532Z	29.601141	2022-07-29T15:21:30.000Z	-95.138186	8686	364900	Single Family	2903 Prairie Hill Ct, Houston, TX 77059		2725	TX	Active	1993	77059
1112 Bering Dr	2.5	2	Houston	Harris County	2022-08-05T14:00:17.414Z	87	1112 Bering Dr, Apt 67, Houston, TX 77057	1112-Bering-Dr,-Apt-67,-Houston,-TX-77057	2022-10-23T14:56:00.532Z	29.754025	2022-07-29T14:32:28.000Z	-95.479877	1183	255000	Townhouse	1112 Bering Dr Apt 67, Houston, TX 77057		1610	TX	Active	1980	77057
526 Hunters Den Dr	2.5	4	Houston	Harris County	2022-08-05T14:00:17.414Z	87	526 Hunters Den Dr, Houston, TX 77079	526-Hunters-Den-Dr,-Houston,-TX-77079	2022-10-23T14:56:00.532Z	29.766021	2022-07-29T14:24:53.000Z	-95.603311	8621	775000	Single Family	526 Hunters Den Dr, Houston, TX 77079		2496	TX	Active	1965	77079
3923 Cornell Park Ct	2	3	Houston	Harris County	2022-08-11T13:58:53.822Z	86	3923 Cornell Park Ct, Houston, TX 77058	3923-Cornell-Park-Ct,-Houston,-TX-77058	2022-10-23T14:56:00.531Z	29.591516	2022-07-29T17:04:15.000Z	-95.095784	6020	396500	Single Family	3923 Cornell Park Ct, Houston, TX 77058		2726	TX	Active	1999	77058
10702 Duane St	3	3	Houston	Harris County	2021-09-16T16:53:47.680Z	86	10702 Duane St, Houston, TX 77047	10702-Duane-St,-Houston,-TX-77047	2022-10-23T14:56:00.530Z	29.643319	2022-07-29T16:31:06.000Z	-95.357603	7558	210000	Single Family	10702 Duane St, Houston, TX 77047		1600	TX	Active	1960	77047
3253 Royal Oaks Hollow Ln	3.5	3	Houston	Harris County	2022-09-05T14:17:41.591Z	86	3253 Royal Oaks Hollow Ln, Houston, TX 77082	3253-Royal-Oaks-Hollow-Ln,-Houston,-TX-77082	2022-10-23T14:56:00.530Z	29.724818	2022-07-29T16:18:57.000Z	-95.590678	3842	730602	Single Family	3253 Royal Oaks Hollow Ln, Houston, TX 77082		2848	TX	Active	2022	77082
8834 Stable Ln	7	5	Houston	Harris County	2022-08-05T14:00:11.334Z	86	8834 Stable Ln, Houston, TX 77024	8834-Stable-Ln,-Houston,-TX-77024	2022-10-23T14:56:00.529Z	29.770834	2022-07-29T17:18:10.000Z	-95.464572	22930	6800000	Single Family	8834 Stable Ln, Houston, TX 77024		9661	TX	Active	2007	77024
10511 Autumn Harvest Dr	2	4	Houston	Harris County	2022-08-05T14:00:11.340Z	86	10511 Autumn Harvest Dr, Houston, TX 77064	10511-Autumn-Harvest-Dr,-Houston,-TX-77064	2022-10-23T14:56:00.529Z	29.92778	2022-07-29T16:55:32.000Z	-95.576647	7100	285000	Single Family	10511 Autumn Harvest Dr, Houston, TX 77064		1560	TX	Active	1983	77064
12625 Memorial Dr	2	3	Houston	Harris County	2022-08-05T14:00:11.342Z	86	12625 Memorial Dr, Apt 56, Houston, TX 77024	12625-Memorial-Dr,-Apt-56,-Houston,-TX-77024	2022-10-23T14:56:00.529Z	29.764618	2022-07-29T16:39:24.000Z	-95.554607	1863	304999	Townhouse	12625 Memorial Dr Apt 56, Houston, TX 77024		1701	TX	Active	1978	77024
10823 Chimney Rock Rd	2	3	Houston	Harris County	2022-08-05T14:00:11.317Z	86	10823 Chimney Rock Rd, Houston, TX 77096	10823-Chimney-Rock-Rd,-Houston,-TX-77096	2022-10-23T14:56:00.528Z	29.662587	2022-07-29T17:18:10.000Z	-95.476047	13652	339900	Single Family	10823 Chimney Rock Rd, Houston, TX 77096		2437	TX	Active	1963	77096
7604 Del Monte Dr	2.5	3	Houston	Harris County	2022-08-05T14:00:11.305Z	86	7604 Del Monte Dr, Houston, TX 77063	7604-Del-Monte-Dr,-Houston,-TX-77063	2022-10-23T14:56:00.527Z	29.745604	2022-07-29T17:52:26.000Z	-95.502838	2287	457000	Townhouse	7604 Del Monte Dr, Houston, TX 77063		2558	TX	Active	1970	77063
2418 Delafield St	1	3	Houston	Harris County	2022-08-05T14:00:06.766Z	86	2418 Delafield St, Houston, TX 77023	2418-Delafield-St,-Houston,-TX-77023	2022-10-23T14:56:00.526Z	29.716241	2022-07-29T22:24:27.000Z	-95.322692	5702	249900	Single Family	2418 Delafield St, Houston, TX 77023		1329	TX	Active	1928	77023
5626 Chevy Chase Dr	5	5	Houston	Harris County	2022-08-05T14:00:11.304Z	86	5626 Chevy Chase Dr, Houston, TX 77056	5626-Chevy-Chase-Dr,-Houston,-TX-77056	2022-10-23T14:56:00.526Z	29.745368	2022-07-29T18:25:28.000Z	-95.475436	12602	2395000	Single Family	5626 Chevy Chase Dr, Houston, TX 77056		5615	TX	Active	2022	77056
5607B Bacher St	2	3	Houston	Harris County	2021-12-03T14:11:32.295Z	86	5607B Bacher St, Houston, TX 77028	5607B-Bacher-St,-Houston,-TX-77028	2022-10-23T14:56:00.525Z	29.812566	2022-07-29T23:33:19.000Z	-95.278059	5001	209000	Single Family	5607B Bacher St, Houston, TX 77028		1225	TX	Active	2021	77028
2411 Encreek Rd	2	4	Houston	Harris County	2022-08-05T14:00:06.778Z	86	2411 Encreek Rd, Houston, TX 77068	2411-Encreek-Rd,-Houston,-TX-77068	2022-10-23T14:56:00.524Z	30.019548	2022-07-29T20:51:35.000Z	-95.476348	19200	335000	Single Family	2411 Encreek Rd, Houston, TX 77068		2055	TX	Active	1972	77068
2022 Thonig Rd	2.5	3	Houston	Harris County	2022-08-05T14:00:06.782Z	86	2022 Thonig Rd, Unit A, Houston, TX 77055	2022-Thonig-Rd,-Unit-A,-Houston,-TX-77055	2022-10-23T14:56:00.524Z	29.8088	2022-07-29T20:26:18.000Z	-95.477406	2130	439000	Single Family	2022 Thonig Rd Unit A, Houston, TX 77055		1859	TX	Active	2022	77055
3707 Rosemont St	2	3	Houston	Harris County	2022-08-05T14:00:06.783Z	86	3707 Rosemont St, Houston, TX 77051	3707-Rosemont-St,-Houston,-TX-77051	2022-10-23T14:56:00.524Z	29.672086	2022-07-29T20:23:51.000Z	-95.369311	5001	179900	Single Family	3707 Rosemont St, Houston, TX 77051		1152	TX	Active	1945	77051
5317 Chennault Rd	2	3	Houston	Harris County	2021-05-12T10:29:57.014Z	86	5317 Chennault Rd, Houston, TX 77033	5317-Chennault-Rd,-Houston,-TX-77033	2022-10-23T14:56:00.523Z	29.683102	2022-07-29T22:24:27.000Z	-95.338932	5692	545000	Duplex-Triplex	5317 Chennault Rd, Houston, TX 77033		3216	TX	Active	2022	77033
8710 Dallam Ct	3	4	Houston	Harris County	2022-08-05T14:00:06.771Z	86	8710 Dallam Ct, Houston, TX 77064	8710-Dallam-Ct,-Houston,-TX-77064	2022-10-23T14:56:00.523Z	29.900711	2022-07-29T22:24:27.000Z	-95.567306	8760	447000	Single Family	8710 Dallam Ct, Houston, TX 77064		3634	TX	Active	1998	77064
9435 Pinole Ln	2	3	Houston	Harris County	2022-08-05T14:00:06.772Z	86	9435 Pinole Ln, Houston, TX 77086	9435-Pinole-Ln,-Houston,-TX-77086	2022-10-23T14:56:00.523Z	29.917675	2022-07-29T22:24:27.000Z	-95.49729	6299	219990	Single Family	9435 Pinole Ln, Houston, TX 77086		1391	TX	Active	1978	77086
1807 Davis St			Houston	Harris County	2022-06-25T14:13:07.594Z	86	1807 Davis St, Houston, TX 77026	1807-Davis-St,-Houston,-TX-77026	2022-10-23T14:56:00.522Z	29.778008	2022-07-30T02:18:31.000Z	-95.343116	5001	130000	Land	1807 Davis St, Houston, TX 77026			TX	Active		77026
3226 Enclave Ln	3.5	4	Houston	Harris County	2022-08-05T14:00:00.278Z	86	3226 Enclave Ln, Houston, TX 77077	3226-Enclave-Ln,-Houston,-TX-77077	2022-10-23T14:56:00.521Z	29.752125	2022-07-29T22:24:27.000Z	-95.622036	5624	489900	Single Family	3226 Enclave Ln, Houston, TX 77077		3910	TX	Active	2001	77077
4609 Floyd St	3.5	3	Houston	Harris County	2022-08-05T14:00:00.269Z	86	4609 Floyd St, Unit A, Houston, TX 77007	4609-Floyd-St,-Unit-A,-Houston,-TX-77007	2022-10-23T14:56:00.520Z	29.76814	2022-07-30T00:11:29.000Z	-95.407816	1854	480000	Townhouse	4609 Floyd St Unit A, Houston, TX 77007		2285	TX	Active	2004	77007
13031 Crescent Manor Ln	2.5	3	Houston	Harris County	2022-08-05T14:00:00.276Z	86	13031 Crescent Manor Ln, Houston, TX 77072	13031-Crescent-Manor-Ln,-Houston,-TX-77072	2022-10-23T14:56:00.520Z	29.685663	2022-07-29T22:24:27.000Z	-95.612108	4953	295000	Single Family	13031 Crescent Manor Ln, Houston, TX 77072		2650	TX	Active	2005	77072
3502 Lynette Cove Pl	2.5	3	Houston	Harris County	2022-10-01T14:53:28.308Z	86	3502 Lynette Cove Pl, Houston, TX 77018	3502-Lynette-Cove-Pl,-Houston,-TX-77018	2022-10-23T14:56:00.520Z	29.819785	2022-07-30T01:56:54.000Z	-95.43011	4673	534900	Single Family	3502 Lynette Cove Pl, Houston, TX 77018		2540	TX	Active	2022	77018
3505 3507 1/2 Vintage St	1	9	Houston	Harris County	2022-08-05T14:00:00.255Z	86	3505 3507 1/2 Vintage St, Houston, TX 77026	3505-3507-1-2-Vintage-St,-Houston,-TX-77026	2022-10-23T14:56:00.519Z	29.80341	2022-07-30T06:01:51.000Z	-95.333713	8775	399000	Duplex-Triplex	3505 3507 1/2 Vintage St, Houston, TX 77026		864	TX	Active	1965	77026
10311 Fountain Shores Dr	4.5	5	Houston	Harris County	2022-08-05T14:00:00.259Z	86	10311 Fountain Shores Dr, Houston, TX 77065	10311-Fountain-Shores-Dr,-Houston,-TX-77065	2022-10-23T14:56:00.519Z	29.922448	2022-07-30T05:55:08.000Z	-95.597077	9052	749500	Single Family	10311 Fountain Shores Dr, Houston, TX 77065		5013	TX	Active	2001	77065
17307 Shadow Ledge Dr	2.5	4	Houston	Harris County	2021-04-18T15:40:30.168Z	86	17307 Shadow Ledge Dr, Houston, TX 77095	17307-Shadow-Ledge-Dr,-Houston,-TX-77095	2022-10-23T14:56:00.518Z	29.926848	2022-07-30T06:01:51.000Z	-95.678995	5937	371000	Single Family	17307 Shadow Ledge Dr, Houston, TX 77095		3175	TX	Active	2002	77095
18834 Appletree Hill Ln	2	4	Houston	Harris County	2022-06-21T17:02:04.939Z	86	18834 Appletree Hill Ln, Houston, TX 77084	18834-Appletree-Hill-Ln,-Houston,-TX-77084	2022-10-23T14:56:00.518Z	29.819641	2022-07-30T05:55:08.000Z	-95.698093	6856	299000	Single Family	18834 Appletree Hill Ln, Houston, TX 77084		2032	TX	Active	1991	77084
9829 Resting Ridge Ln	2.5	3	Houston	Harris County	2022-10-14T14:54:02.674Z	86	9829 Resting Ridge Ln, Houston, TX 77080	9829-Resting-Ridge-Ln,-Houston,-TX-77080	2022-10-23T14:56:00.518Z	29.831114	2022-07-30T08:50:38.000Z	-95.535614		411490	Single Family	9829 Resting Ridge Ln, Houston, TX 77080		2047	TX	Active		77080
10954 Britt Way	3	4	Houston	Harris County	2022-08-05T13:55:33.789Z	86	10954 Britt Way, Houston, TX 77043	10954-Britt-Way,-Houston,-TX-77043	2022-10-23T14:56:00.517Z	29.804093	2022-07-30T14:30:22.000Z	-95.572488	7632	680000	Single Family	10954 Britt Way, Houston, TX 77043		2204	TX	Active	2017	77043
